Name;Tweet Link;Timestamp;Query;Tweet Date;Twitter ID;Handle;Text;Profile URL
Kak_Uli🍉;https://twitter.com/kak_uli/status/1934440164157452699;Today at 19:31;https://x.com/search?q=%22Eiger%20Women%22%20until%3A2025-12-31%20since%3A2024-01-01&src=typed_query;Mon Jun 16 02:37:29 +0000 2025;1720381841541324800;kak_uli;Cek EIGER WOMEN MONTANA WATCH. Dapatkan di Shopee sekarang! https://t.co/DZ9Ueglphi https://t.co/KBfhAvaTXM;https://twitter.com/kak_uli
Kak_Uli🍉;https://twitter.com/kak_uli/status/1936380127493185943;Today at 19:31;https://x.com/search?q=%22Eiger%20Women%22%20until%3A2025-12-31%20since%3A2024-01-01&src=typed_query;Sat Jun 21 11:06:13 +0000 2025;1720381841541324800;kak_uli;Cek EIGER WOMEN VIRERE LOW CUT SHOES. Dapatkan di Shopee sekarang! https://t.co/kRNibmP5AQ https://t.co/yFQzfJvhW6;https://twitter.com/kak_uli
elvina - ihsan;https://twitter.com/elvina1902/status/1918552979969331220;Today at 19:31;https://x.com/search?q=%22Eiger%20Women%22%20until%3A2025-12-31%20since%3A2024-01-01&src=typed_query;Sat May 03 06:27:30 +0000 2025;251598820;elvina1902;Cek EIGER WOMEN MONTANA WATCH dengan harga Rp529.000. Dapatkan di Shopee sekarang! https://t.co/BfTo2PjmDq https://t.co/EzuzpEmIWo;https://twitter.com/elvina1902
elvina - ihsan;https://twitter.com/elvina1902/status/1993148749724700908;Today at 19:31;https://x.com/search?q=%22Eiger%20Women%22%20until%3A2025-12-31%20since%3A2024-01-01&src=typed_query;Tue Nov 25 02:44:27 +0000 2025;251598820;elvina1902;Cek EIGER WOMEN NUWIE BACKPACK 20L LAPTOP dengan harga Rp419.000. Dapatkan di Shopee sekarang! https://t.co/LyLmU9tUoL https://t.co/MrdcswOtnv;https://twitter.com/elvina1902
elvina - ihsan;https://twitter.com/elvina1902/status/1981710595775955232;Today at 19:31;https://x.com/search?q=%22Eiger%20Women%22%20until%3A2025-12-31%20since%3A2024-01-01&src=typed_query;Fri Oct 24 13:13:19 +0000 2025;251598820;elvina1902;Cek EIGER WOMEN VIRERE BACKPACK 20L LAPTOP dengan harga Rp549.000. Dapatkan di Shopee sekarang! https://t.co/9hFTdgrUgc https://t.co/kFjeXaplot;https://twitter.com/elvina1902
Nabila Oriza;https://twitter.com/nabilaoriza/status/1815403847172640770;Today at 19:31;https://x.com/search?q=%22Eiger%20Women%22%20until%3A2025-12-31%20since%3A2024-01-01&src=typed_query;Mon Jul 22 15:09:40 +0000 2024;707984473;nabilaoriza;"Hari ini berhasil mematahkan keraguan diri sendiri, ternyata aku sanggup hiking  dengan happy guys 😭🥹
So prouuuud of my self, kalau bukan karena Eiger Women Fun Hiking mungkin ga akan aku berani coba 🥹 https://t.co/LZcFxMiVt1";https://twitter.com/nabilaoriza
Winda Susanti 윈다 수산티;https://twitter.com/weendanizz/status/1991762511071527249;Today at 19:31;https://x.com/search?q=%22Eiger%20Women%22%20until%3A2025-12-31%20since%3A2024-01-01&src=typed_query;Fri Nov 21 06:56:02 +0000 2025;62197539;weendanizz;EIGER WOMEN QUEENFISHER 10L BACKPACK https://t.co/q51SE3oYcg;https://twitter.com/weendanizz
Solopos;https://twitter.com/soloposdotcom/status/1899335598420234635;Today at 19:31;https://x.com/search?q=%22Eiger%20Women%22%20until%3A2025-12-31%20since%3A2024-01-01&src=typed_query;Tue Mar 11 05:44:29 +0000 2025;155169715;soloposdotcom;EIGER Women Berbagi dari Perempuan untuk Perempuan, Serentak di 3 Kota EIGER Women memastikan siap terlibat dalam langkah strategis untuk bergerak bersama perempuan Indonesia, mengakselerasi perubahan positif untuk perempuan di Indonesia. https://t.co/IYAK6j7h8Q https://t.co/41xgParqfE;https://twitter.com/soloposdotcom
Indonesia Asyik;https://twitter.com/Indonesiaasyik/status/1930202247998349551;Today at 19:31;https://x.com/search?q=%22Eiger%20Women%22%20until%3A2025-12-31%20since%3A2024-01-01&src=typed_query;Wed Jun 04 09:57:32 +0000 2025;3169558262;Indonesiaasyik;"ADA PILIHAN WARNA 👇👇👇 

EIGER WOMEN VIRERE LOW CUT SHOES

Harga Produk:  Rp779.000
HARGA DISKON:  Rp779.000

https://t.co/vhC7vRZNpI https://t.co/P8qna6w6AE";https://twitter.com/Indonesiaasyik
Winda Susanti 윈다 수산티;https://twitter.com/weendanizz/status/1994835810580140112;Today at 19:31;https://x.com/search?q=%22Eiger%20Women%22%20until%3A2025-12-31%20since%3A2024-01-01&src=typed_query;Sat Nov 29 18:28:14 +0000 2025;62197539;weendanizz;EIGER WOMEN QUEENFISHER 10L BACKPACK https://t.co/np9sbpm6ml;https://twitter.com/weendanizz
Indonesia Asyik;https://twitter.com/Indonesiaasyik/status/1963191117765316653;Today at 19:31;https://x.com/search?q=%22Eiger%20Women%22%20until%3A2025-12-31%20since%3A2024-01-01&src=typed_query;Wed Sep 03 10:43:31 +0000 2025;3169558262;Indonesiaasyik;"EIGER WOMEN SPIDER ROCK 22 BACKPACK

Harga Produk:  Rp1.079.000
HARGA Diskon:  Rp900.000

https://t.co/jA0IxJMwXO https://t.co/7diRWHk1Ic";https://twitter.com/Indonesiaasyik
Indonesia Asyik;https://twitter.com/Indonesiaasyik/status/1947982072301425099;Today at 19:31;https://x.com/search?q=%22Eiger%20Women%22%20until%3A2025-12-31%20since%3A2024-01-01&src=typed_query;Wed Jul 23 11:28:12 +0000 2025;3169558262;Indonesiaasyik;"ADA PILIHAN WARNA 👍👇😁👇🥰👍👇👇👇 

EIGER WOMEN'S INLANDER JACKET

Harga Produk:  Rp529.000
HARGA DISKON:  Rp429.000

https://t.co/FF4tE9HXoN https://t.co/qGpeD7FBDF";https://twitter.com/Indonesiaasyik
Winda Susanti 윈다 수산티;https://twitter.com/weendanizz/status/1997517841525022982;Today at 19:31;https://x.com/search?q=%22Eiger%20Women%22%20until%3A2025-12-31%20since%3A2024-01-01&src=typed_query;Sun Dec 07 04:05:40 +0000 2025;62197539;weendanizz;EIGER WOMEN LUCENT DIGITAL WATCH https://t.co/6IBi7Cr2SJ;https://twitter.com/weendanizz
elvina - ihsan;https://twitter.com/elvina1902/status/2002273606928379934;Today at 19:31;https://x.com/search?q=%22Eiger%20Women%22%20until%3A2025-12-31%20since%3A2024-01-01&src=typed_query;Sat Dec 20 07:03:22 +0000 2025;251598820;elvina1902;Cek EIGER WOMEN SHORESIDE 2.0 PACK 22L 1A LAPTOP dengan harga Rp479.000. Dapatkan di Shopee sekarang! https://t.co/aS5tNtCgGb https://t.co/9e9Z0849AA;https://twitter.com/elvina1902
