authorDisplayName,likeCount,Text,publishedAt
,1,I agree. Earth has guys like Captain Marvel Wanda Doctor Strange etc to deal with dangerous catastrophic events. It s not every day the fate of the world depends on the victory of some side characters,Fri Jan 16 13:09:07 +0000 2026
,0,TVアニメ『Fate/strange Fake』　私今回のFateめっちゃ好きだわｗ,Fri Jan 16 13:09:04 +0000 2026
,0,今期かな？ fate strange fakeが放送開始したんですね？ そこでギルガメッシュとエレキドゥが戦うんですよ！？ めちゃっハイテンションでお戯れになるんですっ！？ はーあああああやばいって思って セイバールートの最初期のfateちょっとみちゃってたんだけどさ←危機感w 最高でした...始祖のこそ崇高,Sun Jan 18 02:58:55 +0000 2026
,0,L'épisode de Fate/Strange Fake est tout bonnement exceptionnel,Sat Jan 17 20:33:54 +0000 2026
,1,#strangefake Fateは英霊同士の戦闘になると「どんな動きやねん」ってなる動きとか謎に空を蹴ったり飛んだりするけどハンザvsジェスターはお互いそこまでイカれた動きをしてないけど人としてはやっぱおかしい動きをしてるって感じが良かったな,Sat Jan 17 15:35:48 +0000 2026
,0,#strangefake #Fate アレは！？綺礼が若い頃に使ってた剣だ！！ 神父さんも同じ剣を持ってたんだ。 https://t.co/YpH5hRgsMO,Sat Jan 17 14:37:33 +0000 2026
,0,strange fake、とても面白いー！原作が成田先生だからこれからもとても期待！ fate名物のやばい男がたくさん出てくる＼(^o^)／＼(^o^)／＼(^o^)／あとこの世の不幸を背負ってそうな少女・・・,Sat Jan 17 01:24:24 +0000 2026
,1,Fate/strange Fake お前ごときが魔王に勝てると思うな～ シャンピニオンの魔女 死亡遊戯で飯を食う。 アルネの事件簿 鎧真伝サムライトルーパー 今のところの今期注目作品。加えて推しの子とフリーレン。,Fri Jan 16 12:49:47 +0000 2026
,0,TVアニメ『Fate/strange Fake』　このギルガメッシュイカれてない ？ああ友がいるから全然油断してないのかｗｗｗ,Fri Jan 16 12:49:17 +0000 2026
,0,Fate/strange Fake延期したのってゴールデンカムイのジャックザリッパーと合わせるためなの,Fri Jan 16 12:49:01 +0000 2026
,0,HIDEO NEKOTA編曲の「潜在的なアイ」（13.3g）をEDに起用した『Fate/strange Fake』放送のタイミングでQUADRANGLEがOPを担当する『ジョーカー・ゲーム』を再放送するMBSの名采配。というか13.3gは猫田さんが代表を務める事務所所属だった,Fri Jan 16 12:47:42 +0000 2026
,0,TVアニメ『Fate/strange Fake』　アーサー・ペンドラゴンに誓うって言ってたことから完全に血統ではないな,Fri Jan 16 12:47:02 +0000 2026
,16,Ishtar bullying Gilgamesh in Fate Strange Fake #strangefake #FateStayNight #Gilgamesh #ishtar https://t.co/raPNOhvyhD,Fri Jan 16 12:46:39 +0000 2026
,0,TVアニメ『Fate/strange Fake』　遊んでるやつ居たｗｗｗｗ,Fri Jan 16 12:46:13 +0000 2026
,0,A strange novel : Zikola is a world where money is worthless and life is measured by units of intelligence which people use to survive. Intelligence can increase through work or decrease through failure and poverty means lacking intelligence the most feared fate in Zikola.,Fri Jan 16 12:44:47 +0000 2026
,0,TVアニメ『Fate/strange Fake』　荒事。まだイケるじゃないですか,Fri Jan 16 12:44:26 +0000 2026
,1,Fate strange fake見たけどめちゃくちゃ面白い 予想の斜め上のさらに斜め上をいく凄まじい作品 やはりFateシリーズは素晴らしい,Fri Jan 16 12:43:16 +0000 2026
,0,Fate strange fakeおもしろ,Fri Jan 16 12:42:20 +0000 2026
,0,TVアニメ『Fate/strange Fake』　これカリスマA+++かカリスマEXかこのセイバー。アーサー・ペンドラゴンの名前出したけどまじで出自がわからん,Fri Jan 16 12:40:55 +0000 2026
,0,だれかFate strange fake見てる人いないの？&gt;&lt;,Fri Jan 16 12:39:56 +0000 2026
,0,Fate/strange Fake　死徒でるわん？ Fateで月姫関係いれてくるのチェック大変だからやめてほしいわん・・・,Fri Jan 16 12:39:45 +0000 2026
,0,TVアニメ『Fate/strange Fake』　エアがついてないことからこのセイバーはアーサー王系列じゃないと予想,Fri Jan 16 12:38:49 +0000 2026
,9,Fateはあと少しで倒せそうなところで、敵が不自然に退いていくのが嫌いだった。だけど今回は、夜明けというタイムリミットで退いたのが良かった。さらに追撃して、しっかり倒し切る意思を見せてくれたのもとても良かった。#strangefake https://t.co/uIv9p51K2k,Sat Jan 17 23:30:43 +0000 2026
,2,Fate/strange Fake #3 El episodio muy cool pero me encanta que personajes como Waver Velvet que lo conocimos en fate/zero siendo un estudiante sigan siendo relevantes en el futuro y ayuden a conectar con estas nuevas historias de fate. #strangefake #ストレンジフェイク https://t.co/eeOhqstUbQ,Sat Jan 17 21:36:33 +0000 2026
,13,FATE ISSES EINFACH!!! Was für eine gestörte Folge von Fate/strange Fake das warten hat sich zu 1000% gelohnt!! https://t.co/KTy2ixAeWP,Sat Jan 17 18:56:56 +0000 2026
,1,#strangefake Fateは英霊同士の戦闘になると「どんな動きやねん」ってなる動きとか謎に空を蹴ったり飛んだりするけどハンザvsジェスターはお互いそこまでイカれた動きをしてないけど人としてはやっぱおかしい動きをしてるって感じが良かったな,Sat Jan 17 15:35:48 +0000 2026
,0,strange fake、とても面白いー！原作が成田先生だからこれからもとても期待！ fate名物のやばい男がたくさん出てくる＼(^o^)／＼(^o^)／＼(^o^)／あとこの世の不幸を背負ってそうな少女・・・,Sat Jan 17 01:24:24 +0000 2026
,1,@roronoaaria Fate strange fake. It s part of the fate series,Fri Jan 16 16:30:50 +0000 2026
,2,アニメイト池袋でなんかあるっぽい &gt;展示のラインナップは、現在放映中のTVアニメ『グノーシア』、1月からの新番組となるTVアニメ『Fate/strange Fake』などが展開される予定です。 ANIPLEX POPUP SHOP | オンリーショップ | 株式会社アニメイト https://t.co/foco5X79ZS,Fri Jan 16 11:06:46 +0000 2026
,2,TVアニメ『Fate/strange Fake』ノンクレジットオープニングアニメーション｜「PROVANT」SawanoHiroyuki[nZk... https://t.co/dnERhIVkEO このOP好きすぎる,Fri Jan 16 11:06:22 +0000 2026
,0,Fate/strange Fake 二話 ジェスター最高にキモくてすき アサシンちゃんかわいい ジェスター最高にキモくてすき アサシンちゃんかわいい ジェスター最高にキモくてすき アサシンちゃんかわいい をずっと反芻してる,Fri Jan 16 11:02:52 +0000 2026
,0,Fate/strange Fake うおおおおめっちゃ良いクオリティじゃないか！ またこのクオリティの型月作品をみれるのは幸せだわ ,Fri Jan 16 11:01:34 +0000 2026
,0,【同時視聴】Fate strange Fake第2話同時視聴！Fate strange Fake Episode 2 Anime Reactio... https://t.co/xRI86Xf1hz @YouTubeより,Fri Jan 16 11:00:53 +0000 2026
,3631,◤『Fate/strange Fake』 用語解説公開中　◢ 公式サイトにて作中に登場する 各種用語の解説ページを公開中！ 今後の更新もお見逃しなく。 ▼用語解説 https://t.co/njJrKdJ2Sn #strangefake #ストレンジフェイク https://t.co/N7QP6FbKOF,Fri Jan 16 11:00:24 +0000 2026
,22,TVアニメ『Fate/strange Fake』 オブジェとして飾っても素敵過ぎるセイバーのパンプス！ https://t.co/RowbUJikpT,Fri Jan 16 11:00:01 +0000 2026
,0,【交換 譲渡】Fate/strange Fake くるみたぴぬい おすわりさんぬいぐるみ アクリルキーホルダー 譲)アヤカ ティーネ アーチャー ランサー 銀狼 求)セイバー≫定価+送料 無印は単体譲渡可、は(同種優先)無印1点抱き合わせ ※埋まり次第予約します おすわりさんのみ譲渡優先 お気軽にお声がけ下さい https://t.co/xrPg5TbDpR,Fri Jan 16 10:54:35 +0000 2026
,7,今季のアニメ1話見た期待度順はこんな感じ ・死亡遊戯で飯を食う。 ・エリスの聖杯 ・Fate/strange Fake ・ダーウィン事変 ・正反対な君と僕 ・シャンピニオンの魔女 ・透明男と人間女 ・違国日記 ・勇者刑に処す あとは2月からの時光代理人の3期が楽しみ,Fri Jan 16 10:47:06 +0000 2026
,0,子供には優しいギャンブル王 TVアニメ『Fate/strange Fake』 第2話「群像 VS 虚像」 https://t.co/v7hBu4EPlB #so45811614 #ニコニコ動画,Fri Jan 16 10:37:29 +0000 2026
,12,@kizu_skip The Police Chief in Fate Strange Fake really should've just called Shirou and have Caster boost him.,Fri Jan 16 10:36:26 +0000 2026
,0,TVアニメ『Fate/strange Fake』ノンクレジットエンディングアニメーション｜「潜在的なアイ」13.3g https://t.co/PxeQ8MOSXv ㅋㅋㅋ 카니발판타즘 생각나네 ,Fri Jan 16 10:33:41 +0000 2026
,119,フランチェスカ / Francesca Fate Strange #ストレンジフェイク #strangeFake https://t.co/hL3NzMgwXd,Fri Jan 16 10:32:51 +0000 2026
,591,Fate Strange Fake #3 Full Staff: SB: Takahito Sakazume ED: Kazuho Kunimoto (A-1 Pictures) CAD: Kou Aine AD: Facu Escobedo Ayaka Kondou Yukiko Busa Tokiemon Futsuzawa Hiroaki Gouda Yanjue Animation Wenjing Li Zhilan Cui Zhenjia Ning 小鲁 (?) FincrossedStudio Peiyuan,Fri Jan 16 10:27:47 +0000 2026
,9,Fateはあと少しで倒せそうなところで、敵が不自然に退いていくのが嫌いだった。だけど今回は、夜明けというタイムリミットで退いたのが良かった。さらに追撃して、しっかり倒し切る意思を見せてくれたのもとても良かった。#strangefake https://t.co/uIv9p51K2k,Sat Jan 17 23:30:43 +0000 2026
,2,Fate/strange Fake #3 El episodio muy cool pero me encanta que personajes como Waver Velvet que lo conocimos en fate/zero siendo un estudiante sigan siendo relevantes en el futuro y ayuden a conectar con estas nuevas historias de fate. #strangefake #ストレンジフェイク https://t.co/eeOhqstUbQ,Sat Jan 17 21:36:33 +0000 2026
,13,FATE ISSES EINFACH!!! Was für eine gestörte Folge von Fate/strange Fake das warten hat sich zu 1000% gelohnt!! https://t.co/KTy2ixAeWP,Sat Jan 17 18:56:56 +0000 2026
,1,#strangefake Fateは英霊同士の戦闘になると「どんな動きやねん」ってなる動きとか謎に空を蹴ったり飛んだりするけどハンザvsジェスターはお互いそこまでイカれた動きをしてないけど人としてはやっぱおかしい動きをしてるって感じが良かったな,Sat Jan 17 15:35:48 +0000 2026
,0,strange fake、とても面白いー！原作が成田先生だからこれからもとても期待！ fate名物のやばい男がたくさん出てくる＼(^o^)／＼(^o^)／＼(^o^)／あとこの世の不幸を背負ってそうな少女・・・,Sat Jan 17 01:24:24 +0000 2026
,1,@roronoaaria Fate strange fake. It s part of the fate series,Fri Jan 16 16:30:50 +0000 2026
,2,【同時視聴】『Fate/strange Fake -Whispers of Dawn-』一緒に見ませんか？／TVSPアニメ【朔夜トバリ】 https://t.co/7OP7FMCDdb @YouTubeより オススメに出てきたw,Fri Jan 16 10:18:03 +0000 2026
,2,2026冬アニメ＋秋アニメから連続＝70作品のうち、継続予定36作品。 ↓お気に入り 違国日記 ダーウィン事変 Fate/strange Fake 死亡遊戯で飯を食う。 シャンピニオンの魔女 綺麗にしてもらえますか。,Fri Jan 16 10:06:46 +0000 2026
,0,fate/strange fake kirain udah kelar ternyata ep 3 aja belum ,Fri Jan 16 10:05:21 +0000 2026
,1,@N4TE_K I saw someone saying Sentence to Be a Hero Fate/Strange Fake and JJK were animation slop. Motherfuckers can't be satisfied by anything bro,Fri Jan 16 10:01:59 +0000 2026
,5,Fate strange Fakeおもしろ〜〜〜！前に漫画読んでた記憶がよみがえる！エルキドゥ大好きなのでアニメで見れるの嬉しい,Fri Jan 16 10:00:22 +0000 2026
,0,Fate strange Fake ストレンジフェイク 放送開始記念SHOP 特典ブロマイド 交換 譲：アヤカ・サジョウ、ティーネ・チェルク、ランサー/エルキドゥ、集合(右) 求：アーチャー/ギルガメッシュ&gt;集合(左) 都内手渡し、郵送可。以外は求1点に対し複数提供可能(全部でも可)。 https://t.co/Rss2aonYUf,Fri Jan 16 09:59:52 +0000 2026
,0,fate strange fake本編もそうだけどエンディング面白すぎだろw,Fri Jan 16 09:59:31 +0000 2026
,2,！！？　今日はシャドバしません！ fate strange fakeを観る！ この作品は原作を嬉々して読んでいました⁉️,Fri Jan 16 09:57:11 +0000 2026
,0,『Fate/strange Fake』ジョイフルのコラボでギルガメッシュとエルキドゥのポストカードもらえる。ナイフも金ピカ | ゲーム・エンタメ最新情報のファミ通.com https://t.co/KLGTidN4G1 @famitsuから,Fri Jan 16 09:55:59 +0000 2026
,0,やあ、TVアニメ『Fate/strange Fake』を観ているよ。Prime Videoを今すぐチェックする マジか！？いつの間に⁉️ フラットの活躍が気になる！！ https://t.co/ClwYrwIfHd,Fri Jan 16 09:55:06 +0000 2026
,488,Jester Soundtrack that will come out tomorrow with Episode #3 of Fate Strange/fake. Hiroyuki Sawano: JeStar/snakeHIP Sawano is on banger spree for FSF #strangefake #ストレンジフェイク https://t.co/xrZlN2jdBE,Fri Jan 16 09:51:53 +0000 2026
,1,Fate strange Fake見始めました あまりにもかっこよくて唸ってしまう。 所長ーーーーー！！！！！！！,Fri Jan 16 09:51:12 +0000 2026
,0,Fate/Strange Fake Episode 2 is a strong reminder of why Fate is so beloved. #FateStrange #FateStrangeFake #HiroyukiSAWANO #strangefake #ストレンジフェイク #AnimeReview #Anime #FateStayNight Review - https://t.co/qWI8NyiD6O,Fri Jan 16 09:50:20 +0000 2026
,0,@riitama_sub 勇者刑に処す 懲罰勇者9004隊刑務記録 Fate/strange Fake,Fri Jan 16 09:46:21 +0000 2026
,0,今期かな？ fate strange fakeが放送開始したんですね？ そこでギルガメッシュとエレキドゥが戦うんですよ！？ めちゃっハイテンションでお戯れになるんですっ！？ はーあああああやばいって思って セイバールートの最初期のfateちょっとみちゃってたんだけどさ←危機感w 最高でした...始祖のこそ崇高,Sun Jan 18 02:58:55 +0000 2026
,0,L'épisode de Fate/Strange Fake est tout bonnement exceptionnel,Sat Jan 17 20:33:54 +0000 2026
,13,FATE ISSES EINFACH!!! Was für eine gestörte Folge von Fate/strange Fake das warten hat sich zu 1000% gelohnt!! https://t.co/KTy2ixAeWP,Sat Jan 17 18:56:56 +0000 2026
,1,#strangefake Fateは英霊同士の戦闘になると「どんな動きやねん」ってなる動きとか謎に空を蹴ったり飛んだりするけどハンザvsジェスターはお互いそこまでイカれた動きをしてないけど人としてはやっぱおかしい動きをしてるって感じが良かったな,Sat Jan 17 15:35:48 +0000 2026
,0,strange fake、とても面白いー！原作が成田先生だからこれからもとても期待！ fate名物のやばい男がたくさん出てくる＼(^o^)／＼(^o^)／＼(^o^)／あとこの世の不幸を背負ってそうな少女・・・,Sat Jan 17 01:24:24 +0000 2026
,0,Fate/strange Fakeポップアップ in 有楽町マルイ https://t.co/kbSIygQ4aw 『Fate/strange Fake』ポップアップストアが有楽町マルイで1/15〜1/26開催。限定グッズ多数＆税込2 000円ごとにブロマイド1枚配布。現地でのトレードやオフ会企画で推し活を外に出して楽しもう。 https://t.co/WxtHZySSvu,Fri Jan 16 07:15:58 +0000 2026
,4,Fate/strange Fakeの曲があまりにも良すぎる https://t.co/BKfjfF4CjH,Fri Jan 16 07:14:19 +0000 2026
,411,Fate/strange Fake Vol. 1 Reading alongside the anime. Fate got me back into LNs after a long break. Pretty excited about this. ️ https://t.co/540BtSeTx0,Fri Jan 16 06:52:39 +0000 2026
,0,fate strange fake wavy,Fri Jan 16 06:51:07 +0000 2026
,0,Huluで「TVアニメ『Fate/strange Fake』 群像 VS 虚像」を視聴中! https://t.co/XLgC6KQ0HI,Fri Jan 16 06:46:11 +0000 2026
,1,Anime Season so lit rn JJK Fate strange fake Sentenced to be a hero Hells Paradise Frieren Fire force What y all watching?,Fri Jan 16 06:32:37 +0000 2026
,2,@Ayase_b1intai 来期のオススメアニメ 続編 葬送のフリーレン 呪術廻戦 メダリスト 炎炎ノ消防隊 Fate/strange Fake 『おすすめ』 新作 ダーウィン事変 ヒューマンドラマ 真夜中ハートチューン ラブコメ 勇者刑に処す 異世界 『おすすめ』 死亡遊戯で飯を食う。 デスゲーム 『おすすめ』 正反対な君と僕 ラブコメ,Fri Jan 16 06:30:27 +0000 2026
,5,strange fake然りfateのアニメ見てるとFGO興味出るけど歴史がありすぎるのと無課金きついのが目に見えてるので手は出さない,Fri Jan 16 06:23:33 +0000 2026
,0,@Crunchyroll Still no fate strange fake in my country server (indonesia),Fri Jan 16 06:19:56 +0000 2026
,0,Huluで「TVアニメ『Fate/strange Fake』 英霊事件」を視聴中! https://t.co/sOLH2wS9gn,Fri Jan 16 06:17:51 +0000 2026
,0,SawanoHiroyuki[nZk]:Laco「FAKEit」Music Video Fate/strange Fake -Whispers ... https://t.co/DEDCfcyrK6 ผ่าน @YouTube,Fri Jan 16 06:16:36 +0000 2026
,0,#ad Amazon Fate/strange Fake(1) (電撃文庫) https://t.co/CScVAB2pJ0,Fri Jan 16 06:13:03 +0000 2026
,1,Fate/strange Fake、Fakeなだけあって初っ端からやりたい放題やっててやばい,Fri Jan 16 06:12:40 +0000 2026
,0,Fate strange fake 交換 譲渡 有楽町 缶バッジ 譲》 アーチャー ギルガメッシュ 求》同異種 ランサー エルキドゥ or 定価(＋送料) 都内手渡し 郵送 両方可 現在ポップアップ開催中なので仮約束も可能です お気軽にお声かけください https://t.co/gEJ1QgihbF,Fri Jan 16 06:06:59 +0000 2026
,11,愉悦愉悦ゥ まじエピソード0から最高なんですが？？？ 今期一生strange見返しながら作業することになりそう激アツすぎ 2026謎にFate熱高い、他シリーズはまぁ見たしと思ってたけど、改めて見返そうかな,Fri Jan 16 06:01:10 +0000 2026
,0,今期かな？ fate strange fakeが放送開始したんですね？ そこでギルガメッシュとエレキドゥが戦うんですよ！？ めちゃっハイテンションでお戯れになるんですっ！？ はーあああああやばいって思って セイバールートの最初期のfateちょっとみちゃってたんだけどさ←危機感w 最高でした...始祖のこそ崇高,Sun Jan 18 02:58:55 +0000 2026
,0,L'épisode de Fate/Strange Fake est tout bonnement exceptionnel,Sat Jan 17 20:33:54 +0000 2026
,13,FATE ISSES EINFACH!!! Was für eine gestörte Folge von Fate/strange Fake das warten hat sich zu 1000% gelohnt!! https://t.co/KTy2ixAeWP,Sat Jan 17 18:56:56 +0000 2026
,1,#strangefake Fateは英霊同士の戦闘になると「どんな動きやねん」ってなる動きとか謎に空を蹴ったり飛んだりするけどハンザvsジェスターはお互いそこまでイカれた動きをしてないけど人としてはやっぱおかしい動きをしてるって感じが良かったな,Sat Jan 17 15:35:48 +0000 2026
,0,strange fake、とても面白いー！原作が成田先生だからこれからもとても期待！ fate名物のやばい男がたくさん出てくる＼(^o^)／＼(^o^)／＼(^o^)／あとこの世の不幸を背負ってそうな少女・・・,Sat Jan 17 01:24:24 +0000 2026
,0,@QuileuteSeio her initial return to the olympic peninsula. it was strange . . . to silently miss someone you haven t seen since childhood. perhaps they were no more than two souls tethered to a fate that believed in timely reunions. with a guarded heart ﹠ haste decision making ,Fri Jan 16 05:52:12 +0000 2026
,1,【予約情報】 5/27発売 BD 「TV Fate/strange Fake Blu-ray Disc BOX【完全生産限定版】」 アニメイト広島にてご予約受付中ヒロ #アニメイト特典 描き下ろしアクリルスタンド A2メタルクリアポスター メタル缶バッジ #strangefake バーコード簡単予約 https://t.co/B3zNHPaZal https://t.co/WuPlicGema,Fri Jan 16 05:45:27 +0000 2026
,20,Fateに関して、中学生の頃に図書室で読んだZeroの知識しかないのですが、strange Fake観てもエエか,Fri Jan 16 05:43:36 +0000 2026
,2,【フェア】 「Fate/strange Fake」 アニメ化記念フェア ＼好評開催中／ 期間中、対象商品を1冊ご購入ごとに1枚、 【書き下ろしSSリーフレット(全2種)】 をランダムでプレゼント！ 詳細 https://t.co/8rpgIW5Hf5 https://t.co/RjZpqom3Wd,Fri Jan 16 05:38:25 +0000 2026
,2,「Fate/strange Fake」をU-NEXTで視聴 https://t.co/JeNifpGCZf,Fri Jan 16 05:34:17 +0000 2026
,0,TVアニメ『Fate/strange Fake』アクリルスタンド(ランサー) https://t.co/1xpJbEdBlp わーーーー！！！！！！,Fri Jan 16 05:20:29 +0000 2026
,16,Ahora si algunas de mis impresiones con este segundo episodio. Fate/Strange Fake #2 va escalando con el paso de las escenas bajo el mando de un artista de gran talento y ambición como lo es Takahito Sakazume. Un episodio con grandes puntos a destacar y notables debilidades. https://t.co/WdLKU1bYwU,Fri Jan 16 05:13:17 +0000 2026
,0,Huluで「TVアニメ『Fate/strange Fake』 Whispers of Dawn」を視聴中! https://t.co/Ae7VvnhR0T,Fri Jan 16 05:11:18 +0000 2026
,1261,「Fate/strange Fake」、ちょっと気になっているんだけど、見ている人いますか？ Stay nightのシリーズとZeroは履修済みです,Fri Jan 16 05:01:46 +0000 2026
,11,Fate/strange Fake アクリルスタンドリトル デザイン04(アーチャー)[ライセンスエージェント]が予約受付中 https://t.co/OENv2c3caK #strangefake #FGO　#FGOグッズ https://t.co/3IUn8KII15,Fri Jan 16 05:00:57 +0000 2026
,0,Fate/strange Fake https://t.co/xpr5Upykdn,Fri Jan 16 04:45:46 +0000 2026
,1,Iba a leer primero Tsukihime y jugar Fate Extra antes de re empezar Strange Fake pero no me aguanté. Se empieza https://t.co/oB2KZPgBok,Fri Jan 16 04:44:53 +0000 2026
,1,「Fate/strange Fake」のOPとかサントラが何かノッちゃうなーと思ってたら、澤野 ！貴方か ！！,Fri Jan 16 04:39:45 +0000 2026
,0,Fate/strange Fakeようやく完全初見しようと思うのですがF.B.が好きそうなキャラ、陣営を当てた人にサラダコロッケを揚げます。 あ、画像に特に意味はありません。 https://t.co/rvJgV5SPx7,Fri Jan 16 04:33:00 +0000 2026
,0,Fate/strange Fake、原作未履修でアニメから見てるけどあまりにもアツすぎる めっちゃ好き,Fri Jan 16 04:06:14 +0000 2026
,0,今期かな？ fate strange fakeが放送開始したんですね？ そこでギルガメッシュとエレキドゥが戦うんですよ！？ めちゃっハイテンションでお戯れになるんですっ！？ はーあああああやばいって思って セイバールートの最初期のfateちょっとみちゃってたんだけどさ←危機感w 最高でした...始祖のこそ崇高,Sun Jan 18 02:58:55 +0000 2026
,9,Fateはあと少しで倒せそうなところで、敵が不自然に退いていくのが嫌いだった。だけど今回は、夜明けというタイムリミットで退いたのが良かった。さらに追撃して、しっかり倒し切る意思を見せてくれたのもとても良かった。#strangefake https://t.co/uIv9p51K2k,Sat Jan 17 23:30:43 +0000 2026
,0,L'épisode de Fate/Strange Fake est tout bonnement exceptionnel,Sat Jan 17 20:33:54 +0000 2026
,13,FATE ISSES EINFACH!!! Was für eine gestörte Folge von Fate/strange Fake das warten hat sich zu 1000% gelohnt!! https://t.co/KTy2ixAeWP,Sat Jan 17 18:56:56 +0000 2026
,1,#strangefake Fateは英霊同士の戦闘になると「どんな動きやねん」ってなる動きとか謎に空を蹴ったり飛んだりするけどハンザvsジェスターはお互いそこまでイカれた動きをしてないけど人としてはやっぱおかしい動きをしてるって感じが良かったな,Sat Jan 17 15:35:48 +0000 2026
,0,strange fake、とても面白いー！原作が成田先生だからこれからもとても期待！ fate名物のやばい男がたくさん出てくる＼(^o^)／＼(^o^)／＼(^o^)／あとこの世の不幸を背負ってそうな少女・・・,Sat Jan 17 01:24:24 +0000 2026
,1,@roronoaaria Fate strange fake. It s part of the fate series,Fri Jan 16 16:30:50 +0000 2026
,2,今期のおすすめアニメ ①Fate/strange Fake ②勇者刑に処す ③推しの子 ④葬送のフリーレン ネットフリックスで見れます。,Fri Jan 16 03:18:07 +0000 2026
,0,新装版 Fate/strange Fake（1） 帝都聖杯奇譚 Fate/type Redline（6） #今回の買い物 https://t.co/2L3CD368Sc,Fri Jan 16 03:15:38 +0000 2026
,1,Fate/strange Fake見てきたんだけど、作画好きすぎる かちょいい,Fri Jan 16 03:14:47 +0000 2026
,1,@MysticalMe337 @EyeofHekate Yeah that was probably to avoid seeming similar to marvel but if we had to pick a direct counterpart to Strange I think it s obviously Fate. I really wanted Fate to be with Strange &amp; Constantine during their dc/marvel crossover tie in.,Fri Jan 16 03:11:05 +0000 2026
,0,澤野弘之だろうなぁと思ってたら案の定澤野弘之だった TVアニメ『Fate/strange Fake』 第1話を視聴しました！#dアニメストア https://t.co/vaGJU2hhkU,Fri Jan 16 03:04:04 +0000 2026
,2,@MysticalMe337 @EyeofHekate Whenever they called Dr.Fate The Master Of Magic with his own Sanctum along with pre dating Dr.Strange I always assumed he was DC s Sorcerer Supreme especially when he s called The Lord Of Order,Fri Jan 16 03:00:38 +0000 2026
,14,本日の待機所① 𝟚𝟘𝟚𝟞/𝟘𝟙/𝟙𝟞(𝕋𝕙𝕣) 𝟚𝟘:𝟘𝟘～ ▼【同時視聴】Fate strange Fake第2話同時視聴！Fate strange Fake Episode 2 Anime Reaction【狐乃里しらほ】 https://t.co/dRrTpkM8vI 感想などは『#狐乃らいぶ 』でつぶやいてね！ https://t.co/0OptGBHyLR,Fri Jan 16 02:56:37 +0000 2026
,0,2026年冬アニメ 気になる作品② お気楽領主の楽しい領地防衛～生産系魔術で名もなき村を最強の城塞都市に～ Fate/strange Fake 人外教室の人間嫌い教師 悪役令嬢は隣国の王太子に溺愛される 魔術師クノンは見えている 貴族転生 ～恵まれた生まれから最強の力を得る～ メダリスト2期 #冬アニメ,Fri Jan 16 02:50:15 +0000 2026
,1,Fate　strange fake見てた おもしれー！ ネタバレ踏んでなくて良かったわ、こっからどうなるんだろ！,Fri Jan 16 02:40:46 +0000 2026
,0,Fate strange fake あまりにも作画が気持ち良過ぎる。,Fri Jan 16 02:23:16 +0000 2026
,0,長きに渡る製作期間を経てついに本放送へ辿り着いたFateシリーズの新境地『Fate/strange #Fake』がヤバすぎた...【2026冬アニ... https://t.co/amB8dgFbQi @YouTubeより,Fri Jan 16 02:19:12 +0000 2026
,1,@Sayngelic Strange Fake is cool though I'm not too big of a Fate fan myself. Aside from Champignon Witch I have Tamon B side behind it it's such a cute romance. Shiboyugi has the best direction of the season so far but story hasn't moved me like that yet it's still pretty good,Fri Jan 16 02:15:09 +0000 2026
,1,Fate / strange fakeおもろすぎる、ずっとにやにやしてしまう,Fri Jan 16 02:00:23 +0000 2026
,0,今期かな？ fate strange fakeが放送開始したんですね？ そこでギルガメッシュとエレキドゥが戦うんですよ！？ めちゃっハイテンションでお戯れになるんですっ！？ はーあああああやばいって思って セイバールートの最初期のfateちょっとみちゃってたんだけどさ←危機感w 最高でした...始祖のこそ崇高,Sun Jan 18 02:58:55 +0000 2026
,0,L'épisode de Fate/Strange Fake est tout bonnement exceptionnel,Sat Jan 17 20:33:54 +0000 2026
,13,FATE ISSES EINFACH!!! Was für eine gestörte Folge von Fate/strange Fake das warten hat sich zu 1000% gelohnt!! https://t.co/KTy2ixAeWP,Sat Jan 17 18:56:56 +0000 2026
,1,#strangefake Fateは英霊同士の戦闘になると「どんな動きやねん」ってなる動きとか謎に空を蹴ったり飛んだりするけどハンザvsジェスターはお互いそこまでイカれた動きをしてないけど人としてはやっぱおかしい動きをしてるって感じが良かったな,Sat Jan 17 15:35:48 +0000 2026
,0,strange fake、とても面白いー！原作が成田先生だからこれからもとても期待！ fate名物のやばい男がたくさん出てくる＼(^o^)／＼(^o^)／＼(^o^)／あとこの世の不幸を背負ってそうな少女・・・,Sat Jan 17 01:24:24 +0000 2026
,12,◤ TVアニメ『Fate/strange Fake』 放送開始記念SHOP◢ 1/16(金)開店時の完売商品はございません。 「デカアクリルスタンド Chair ver.」各種好評販売中！ お買い上げ金額税込2 000円毎にブロマイドをプレゼント！ イベント詳細https://t.co/CSPacCPKxK #strangefake https://t.co/jFgz1X9Rdl,Fri Jan 16 02:00:00 +0000 2026
,0,今のところ見た経験がある型月作品 Fate Zero ロード・エルメロイII世の事件簿 fate strange fake なんだこの偏りは,Fri Jan 16 01:44:34 +0000 2026
,0,@9fHt0KBOvmByezl @114514Maaa 这是《Fate/strange Fake》，2026年新推出的Fate系列动画，由A-1 Pictures制作，动画质量很高。,Fri Jan 16 01:41:47 +0000 2026
