favorite_count,full_text,lang,quote_count,reply_count,retweet_count,username,remove_user,cleaning,tokenized_Content
217,i hope all of my oomfs know is how i see their pfp is how they re perceived like you have jinx pfp youre jinx you have maddie pfp you unfollow me.,en,2.0,29.0,11.0,beomyuverse,i hope all of my oomfs know is how i see their pfp is how they re perceived like you have jinx pfp youre jinx you have maddie pfp you unfollow me.,i hope all of my oomfs know is how i see their pfp is how they re perceived like you have jinx pfp youre jinx you have maddie pfp you unfollow me ,"['""i""', '""hope""', '""all""', '""of""', '""my""', '""oomfs""', '""know""', '""is""', '""how""', '""i""', '""see""', '""their""', '""pfp""', '""is""', '""how""', '""they""', '""re""', '""perceived""', '""like""', '""you""', '""have""', '""jinx""', '""pfp""', '""youre""', '""jinx""', '""you""', '""have""', '""maddie""', '""pfp""', '""you""', '""unfollow""', '""me""', '"".""']"
580,guys i m being so fr. i don t think vi s dying - even if we re joking. it s prob gonna be warwick dying that brings jinx and vi back together something something,en,2.0,11.0,14.0,mulyiddie,guys i m being so fr. i don t think vi s dying - even if we re joking. it s prob gonna be warwick dying that brings jinx and vi back together something something,guys i m being so fr i don t think vi s dying even if we re joking it s prob gonna be warwick dying that brings jinx and vi back together something something,"['""guys""', '""i""', '""m""', '""being""', '""so""', '""fr""', '"".""', '""i""', '""don""', '""t""', '""think""', '""vi""', '""s""', '""dying""', '""-""', '""even""', '""if""', '""we""', '""re""', '""joking""', '"".""', '""it""', '""s""', '""prob""', '""gon""', '""na""', '""be""', '""warwick""', '""dying""', '""that""', '""brings""', '""jinx""', '""and""', '""vi""', '""back""', '""together""', '""something""', '""something""']"
86,I will work for $me I will work for $sirius I will work for $quby I will work for $harold I will work for $jinx,en,0.0,12.0,7.0,cottonxbt,I will work for $me I will work for $sirius I will work for $quby I will work for $harold I will work for $jinx,I will work for me I will work for sirius I will work for quby I will work for harold I will work for jinx,"['""I""', '""will""', '""work""', '""for""', '""$""', '""me""', '""I""', '""will""', '""work""', '""for""', '""$""', '""sirius""', '""I""', '""will""', '""work""', '""for""', '""$""', '""quby""', '""I""', '""will""', '""work""', '""for""', '""$""', '""harold""', '""I""', '""will""', '""work""', '""for""', '""$""', '""jinx""']"
1890,ARCANE ACT2 SPOILERS/// - NEVERRR TALK DOWN ON SILCO'S LOVE FOR JINX EVER AGAIN. HIM BEING CLOSE WITH HER MOTHER BEFORE SHE WAS EVEN BORN AND PROMISING TO BETTER THE UNDERCITY FOR HER UNBORN CHILDREN AT THE TIME MADE HIM TAKING POWDER IN MEAN SO MUCH MORE NOW OH MY GOD,en,13.0,5.0,275.0,JINXLUTION,ARCANE ACT2 SPOILERS/// - NEVERRR TALK DOWN ON SILCO'S LOVE FOR JINX EVER AGAIN. HIM BEING CLOSE WITH HER MOTHER BEFORE SHE WAS EVEN BORN AND PROMISING TO BETTER THE UNDERCITY FOR HER UNBORN CHILDREN AT THE TIME MADE HIM TAKING POWDER IN MEAN SO MUCH MORE NOW OH MY GOD,ARCANE ACT SPOILERS NEVERRR TALK DOWN ON SILCO S LOVE FOR JINX EVER AGAIN HIM BEING CLOSE WITH HER MOTHER BEFORE SHE WAS EVEN BORN AND PROMISING TO BETTER THE UNDERCITY FOR HER UNBORN CHILDREN AT THE TIME MADE HIM TAKING POWDER IN MEAN SO MUCH MORE NOW OH MY GOD,"['""ARCANE""', '""ACT2""', '""SPOILERS///""', '""-""', '""NEVERRR""', '""TALK""', '""DOWN""', '""ON""', '""SILCO""', '""\'S""', '""LOVE""', '""FOR""', '""JINX""', '""EVER""', '""AGAIN""', '"".""', '""HIM""', '""BEING""', '""CLOSE""', '""WITH""', '""HER""', '""MOTHER""', '""BEFORE""', '""SHE""', '""WAS""', '""EVEN""', '""BORN""', '""AND""', '""PROMISING""', '""TO""', '""BETTER""', '""THE""', '""UNDERCITY""', '""FOR""', '""HER""', '""UNBORN""', '""CHILDREN""', '""AT""', '""THE""', '""TIME""', '""MADE""', '""HIM""', '""TAKING""', '""POWDER""', '""IN""', '""MEAN""', '""SO""', '""MUCH""', '""MORE""', '""NOW""', '""OH""', '""MY""', '""GOD""']"
19463,my arcane finale theory: after reconciling their differences jinx and vi and everyone live happily ever after and nobody dies and the series ends with a wedding scene ,en,67.0,107.0,907.0,LilyPichu,my arcane finale theory: after reconciling their differences jinx and vi and everyone live happily ever after and nobody dies and the series ends with a wedding scene ,my arcane finale theory after reconciling their differences jinx and vi and everyone live happily ever after and nobody dies and the series ends with a wedding scene ,"['""my""', '""arcane""', '""finale""', '""theory""', '"":""', '""after""', '""reconciling""', '""their""', '""differences""', '""jinx""', '""and""', '""vi""', '""and""', '""everyone""', '""live""', '""happily""', '""ever""', '""after""', '""and""', '""nobody""', '""dies""', '""and""', '""the""', '""series""', '""ends""', '""with""', '""a""', '""wedding""', '""scene""']"
28,planning on doing a gamble stream where i gamble for the jinx tactician would that be interesting .. or no ..,en,0.0,4.0,0.0,aeryluvr,planning on doing a gamble stream where i gamble for the jinx tactician would that be interesting .. or no ..,planning on doing a gamble stream where i gamble for the jinx tactician would that be interesting or no ,"['""planning""', '""on""', '""doing""', '""a""', '""gamble""', '""stream""', '""where""', '""i""', '""gamble""', '""for""', '""the""', '""jinx""', '""tactician""', '""would""', '""that""', '""be""', '""interesting""', '""..""', '""or""', '""no""', '""..""']"
55,Ekko and jinx are so TimeBomb coded ,en,0.0,0.0,8.0,Kywry247,Ekko and jinx are so TimeBomb coded ,Ekko and jinx are so TimeBomb coded ,"['""Ekko""', '""and""', '""jinx""', '""are""', '""so""', '""TimeBomb""', '""coded""']"
23,Caught up on Arcane s2 I say I like jinx more now,en,0.0,4.0,0.0,GlowingEyesRep,Caught up on Arcane s2 I say I like jinx more now,Caught up on Arcane s I say I like jinx more now,"['""Caught""', '""up""', '""on""', '""Arcane""', '""s2""', '""I""', '""say""', '""I""', '""like""', '""jinx""', '""more""', '""now""']"
10,Hilarious an insane past mod o mine who did smth awful to me years ago and now blocked me was obsessed w/ Jinx and even wanted 2 buy a cosplay 4 me only for me to NOW want to cosplay her and he will never get to see it Karma is a bitch lmfao,en,0.0,1.0,2.0,celiestite,Hilarious an insane past mod o mine who did smth awful to me years ago and now blocked me was obsessed w/ Jinx and even wanted 2 buy a cosplay 4 me only for me to NOW want to cosplay her and he will never get to see it Karma is a bitch lmfao,Hilarious an insane past mod o mine who did smth awful to me years ago and now blocked me was obsessed w Jinx and even wanted buy a cosplay me only for me to NOW want to cosplay her and he will never get to see it Karma is a bitch lmfao,"['""Hilarious""', '""an""', '""insane""', '""past""', '""mod""', '""o""', '""mine""', '""who""', '""did""', '""smth""', '""awful""', '""to""', '""me""', '""years""', '""ago""', '""and""', '""now""', '""blocked""', '""me""', '""was""', '""obsessed""', '""w/""', '""Jinx""', '""and""', '""even""', '""wanted""', '""2""', '""buy""', '""a""', '""cosplay""', '""4""', '""me""', '""only""', '""for""', '""me""', '""to""', '""NOW""', '""want""', '""to""', '""cosplay""', '""her""', '""and""', '""he""', '""will""', '""never""', '""get""', '""to""', '""see""', '""it""', '""Karma""', '""is""', '""a""', '""bitch""', '""lmfao""']"
5,Let s get kaprisov involved when that goalie heads to the bench for my friend @DougieBubsBets no jinx,en,1.0,2.0,0.0,CodyPucks,Let s get kaprisov involved when that goalie heads to the bench for my friend  no jinx,Let s get kaprisov involved when that goalie heads to the bench for my friend no jinx,"['""Let""', '""s""', '""get""', '""kaprisov""', '""involved""', '""when""', '""that""', '""goalie""', '""heads""', '""to""', '""the""', '""bench""', '""for""', '""my""', '""friend""', '""@""', '""DougieBubsBets""', '""no""', '""jinx""']"
19,thinking about how jinx called ekko the boy savior because there's a deleted scene of ekko trying to save powder but she says she didn't want to be rescued + she's jinx now and ekko tried to pull her out physically but she hit him like vi hitted her https://t.co/PRAiWb8Pbb,en,0.0,0.0,1.0,HAWKGIRLS,thinking about how jinx called ekko the boy savior because there's a deleted scene of ekko trying to save powder but she says she didn't want to be rescued + she's jinx now and ekko tried to pull her out physically but she hit him like vi hitted her https://t.co/PRAiWb8Pbb,thinking about how jinx called ekko the boy savior because there s a deleted scene of ekko trying to save powder but she says she didn t want to be rescued she s jinx now and ekko tried to pull her out physically but she hit him like vi hitted her ,"['""thinking""', '""about""', '""how""', '""jinx""', '""called""', '""ekko""', '""the""', '""boy""', '""savior""', '""because""', '""there""', '""\'s""', '""a""', '""deleted""', '""scene""', '""of""', '""ekko""', '""trying""', '""to""', '""save""', '""powder""', '""but""', '""she""', '""says""', '""she""', '""did""', '""n\'t""', '""want""', '""to""', '""be""', '""rescued""', '""+""', '""she""', '""\'s""', '""jinx""', '""now""', '""and""', '""ekko""', '""tried""', '""to""', '""pull""', '""her""', '""out""', '""physically""', '""but""', '""she""', '""hit""', '""him""', '""like""', '""vi""', '""hitted""', '""her""', '""https""', '"":""', '""//t.co/PRAiWb8Pbb""']"
15,Why wingstop only got that one cybertruck sizeass bag?,en,1.0,4.0,3.0,TyrannyBanks,Why wingstop only got that one cybertruck sizeass bag?,Why wingstop only got that one cybertruck sizeass bag ,"['""Why""', '""wingstop""', '""only""', '""got""', '""that""', '""one""', '""cybertruck""', '""sizeass""', '""bag""', '""?""']"
296,my biggest secret is that i d sacrifice caitvi if i meant jinx and vi were able to be sisters again,en,12.0,7.0,29.0,navgesimus,my biggest secret is that i d sacrifice caitvi if i meant jinx and vi were able to be sisters again,my biggest secret is that i d sacrifice caitvi if i meant jinx and vi were able to be sisters again,"['""my""', '""biggest""', '""secret""', '""is""', '""that""', '""i""', '""d""', '""sacrifice""', '""caitvi""', '""if""', '""i""', '""meant""', '""jinx""', '""and""', '""vi""', '""were""', '""able""', '""to""', '""be""', '""sisters""', '""again""']"
279,we really got to see Jinx and Vi interact outside of heartbreaking traumatic melancholy and misunderstandings and angst and battles just plain ol banter and arguments and bonding but something far more normal and low-stakes and god that s a breath of fresh air actually ,en,0.0,2.0,29.0,sweatviarcane,we really got to see Jinx and Vi interact outside of heartbreaking traumatic melancholy and misunderstandings and angst and battles just plain ol banter and arguments and bonding but something far more normal and low-stakes and god that s a breath of fresh air actually ,we really got to see Jinx and Vi interact outside of heartbreaking traumatic melancholy and misunderstandings and angst and battles just plain ol banter and arguments and bonding but something far more normal and low stakes and god that s a breath of fresh air actually ,"['""we""', '""really""', '""got""', '""to""', '""see""', '""Jinx""', '""and""', '""Vi""', '""interact""', '""outside""', '""of""', '""heartbreaking""', '""traumatic""', '""melancholy""', '""and""', '""misunderstandings""', '""and""', '""angst""', '""and""', '""battles""', '""just""', '""plain""', '""ol""', '""banter""', '""and""', '""arguments""', '""and""', '""bonding""', '""but""', '""something""', '""far""', '""more""', '""normal""', '""and""', '""low-stakes""', '""and""', '""god""', '""that""', '""s""', '""a""', '""breath""', '""of""', '""fresh""', '""air""', '""actually""']"
1283,Jinx calling Vi a sentimental ex-con is actually so funny to me,en,0.0,3.0,73.0,TeLoMandoXWpp,Jinx calling Vi a sentimental ex-con is actually so funny to me,Jinx calling Vi a sentimental ex con is actually so funny to me,"['""Jinx""', '""calling""', '""Vi""', '""a""', '""sentimental""', '""ex-con""', '""is""', '""actually""', '""so""', '""funny""', '""to""', '""me""']"
8,Discipline and hard work are the cornerstones of success not just in cricket but in life. - Ajinkya Rahane,en,0.0,6.0,1.0,jinx_5182,Discipline and hard work are the cornerstones of success not just in cricket but in life. - Ajinkya Rahane,Discipline and hard work are the cornerstones of success not just in cricket but in life Ajinkya Rahane,"['""Discipline""', '""and""', '""hard""', '""work""', '""are""', '""the""', '""cornerstones""', '""of""', '""success""', '""not""', '""just""', '""in""', '""cricket""', '""but""', '""in""', '""life""', '"".""', '""-""', '""Ajinkya""', '""Rahane""']"
4,Jon jones is so clear,en,0.0,2.0,0.0,Jiinxyx,Jon jones is so clear,Jon jones is so clear,"['""Jon""', '""jones""', '""is""', '""so""', '""clear""']"
39,manifesting circle: #jinx jaekyung with a stubble ,en,2.0,2.0,8.0,doremifasoela,manifesting circle: #jinx jaekyung with a stubble ,manifesting circle jinx jaekyung with a stubble ,"['""manifesting""', '""circle""', '"":""', '""#""', '""jinx""', '""jaekyung""', '""with""', '""a""', '""stubble""']"
6,jinx teased in ekkos poster and still no timebomb interaction like https://t.co/02SwarYAeX,en,1.0,0.0,0.0,powpowkins,jinx teased in ekkos poster and still no timebomb interaction like https://t.co/02SwarYAeX,jinx teased in ekkos poster and still no timebomb interaction like ,"['""jinx""', '""teased""', '""in""', '""ekkos""', '""poster""', '""and""', '""still""', '""no""', '""timebomb""', '""interaction""', '""like""', '""https""', '"":""', '""//t.co/02SwarYAeX""']"
122,Act 3 songs do not touch for early release: Ma Meilleure Ennemie Fantastic Wasteland,en,0.0,2.0,4.0,CorruptedJinx,Act 3 songs do not touch for early release: Ma Meilleure Ennemie Fantastic Wasteland,Act songs do not touch for early release Ma Meilleure Ennemie Fantastic Wasteland,"['""Act""', '""3""', '""songs""', '""do""', '""not""', '""touch""', '""for""', '""early""', '""release""', '"":""', '""Ma""', '""Meilleure""', '""Ennemie""', '""Fantastic""', '""Wasteland""']"
27,can t wait to see jinx s haircut tbh,en,0.0,3.0,0.0,ultravioIetts,can t wait to see jinx s haircut tbh,can t wait to see jinx s haircut tbh,"['""can""', '""t""', '""wait""', '""to""', '""see""', '""jinx""', '""s""', '""haircut""', '""tbh""']"
22,i very much like it that jinx canonically says toots .......... it makes my tummy feel warm,en,1.0,1.0,5.0,vivimeep,i very much like it that jinx canonically says toots .......... it makes my tummy feel warm,i very much like it that jinx canonically says toots it makes my tummy feel warm,"['""i""', '""very""', '""much""', '""like""', '""it""', '""that""', '""jinx""', '""canonically""', '""says""', '""toots""', '""..........""', '""it""', '""makes""', '""my""', '""tummy""', '""feel""', '""warm""']"
1182,GUYS what if Jinx is crying because she saw Ekko s image on that wall and thought he died after the explosion so now she blames herself and tries to take her life https://t.co/UHhO4cloBI,en,19.0,27.0,70.0,joygotjinxed,GUYS what if Jinx is crying because she saw Ekko s image on that wall and thought he died after the explosion so now she blames herself and tries to take her life https://t.co/UHhO4cloBI,GUYS what if Jinx is crying because she saw Ekko s image on that wall and thought he died after the explosion so now she blames herself and tries to take her life ,"['""GUYS""', '""what""', '""if""', '""Jinx""', '""is""', '""crying""', '""because""', '""she""', '""saw""', '""Ekko""', '""s""', '""image""', '""on""', '""that""', '""wall""', '""and""', '""thought""', '""he""', '""died""', '""after""', '""the""', '""explosion""', '""so""', '""now""', '""she""', '""blames""', '""herself""', '""and""', '""tries""', '""to""', '""take""', '""her""', '""life""', '""https""', '"":""', '""//t.co/UHhO4cloBI""']"
54,i swear to god if the opening of ep 7 ISNT ekko,en,0.0,1.0,5.0,timebomb_4life,i swear to god if the opening of ep 7 ISNT ekko,i swear to god if the opening of ep ISNT ekko,"['""i""', '""swear""', '""to""', '""god""', '""if""', '""the""', '""opening""', '""of""', '""ep""', '""7""', '""ISNT""', '""ekko""']"
244,I fear I may have found out that Tyler s favorite character is Jinx . At a cost,en,7.0,8.0,1.0,vgynaeater,I fear I may have found out that Tyler s favorite character is Jinx . At a cost,I fear I may have found out that Tyler s favorite character is Jinx At a cost,"['""I""', '""fear""', '""I""', '""may""', '""have""', '""found""', '""out""', '""that""', '""Tyler""', '""s""', '""favorite""', '""character""', '""is""', '""Jinx""', '"".""', '""At""', '""a""', '""cost""']"
153,and when when act 3 opens with ekko flashback and he comes back and reverses time and-,en,0.0,2.0,4.0,papuchochoe,and when when act 3 opens with ekko flashback and he comes back and reverses time and-,and when when act opens with ekko flashback and he comes back and reverses time and ,"['""and""', '""when""', '""when""', '""act""', '""3""', '""opens""', '""with""', '""ekko""', '""flashback""', '""and""', '""he""', '""comes""', '""back""', '""and""', '""reverses""', '""time""', '""and-""']"
183,i think ekko and sevika should meet each other and talk for a good while i think it would heal the entirety of zaun,en,1.0,0.0,31.0,sevikitty,i think ekko and sevika should meet each other and talk for a good while i think it would heal the entirety of zaun,i think ekko and sevika should meet each other and talk for a good while i think it would heal the entirety of zaun,"['""i""', '""think""', '""ekko""', '""and""', '""sevika""', '""should""', '""meet""', '""each""', '""other""', '""and""', '""talk""', '""for""', '""a""', '""good""', '""while""', '""i""', '""think""', '""it""', '""would""', '""heal""', '""the""', '""entirety""', '""of""', '""zaun""']"
1486,People saying that Jinx was a better older sister to Isha than Vi was to Powder pisses me off. Vi was a great sister and always made sure that Powder felt loved and appreciated. She took care of her even though she herself was just a kid.,en,10.0,12.0,173.0,em1lystone,People saying that Jinx was a better older sister to Isha than Vi was to Powder pisses me off. Vi was a great sister and always made sure that Powder felt loved and appreciated. She took care of her even though she herself was just a kid.,People saying that Jinx was a better older sister to Isha than Vi was to Powder pisses me off Vi was a great sister and always made sure that Powder felt loved and appreciated She took care of her even though she herself was just a kid ,"['""People""', '""saying""', '""that""', '""Jinx""', '""was""', '""a""', '""better""', '""older""', '""sister""', '""to""', '""Isha""', '""than""', '""Vi""', '""was""', '""to""', '""Powder""', '""pisses""', '""me""', '""off""', '"".""', '""Vi""', '""was""', '""a""', '""great""', '""sister""', '""and""', '""always""', '""made""', '""sure""', '""that""', '""Powder""', '""felt""', '""loved""', '""and""', '""appreciated""', '"".""', '""She""', '""took""', '""care""', '""of""', '""her""', '""even""', '""though""', '""she""', '""herself""', '""was""', '""just""', '""a""', '""kid""', '"".""']"
28,season 1 we had vi trying to reconcile and jinx being hostile season 2 we had jinx trying to reconcile and vi being hostile,en,0.0,3.0,6.0,GET_JlNXED,season 1 we had vi trying to reconcile and jinx being hostile season 2 we had jinx trying to reconcile and vi being hostile,season we had vi trying to reconcile and jinx being hostile season we had jinx trying to reconcile and vi being hostile,"['""season""', '""1""', '""we""', '""had""', '""vi""', '""trying""', '""to""', '""reconcile""', '""and""', '""jinx""', '""being""', '""hostile""', '""season""', '""2""', '""we""', '""had""', '""jinx""', '""trying""', '""to""', '""reconcile""', '""and""', '""vi""', '""being""', '""hostile""']"
15,I love arcane jinx Man and her voice actor is amazing,en,0.0,1.0,0.0,_marshiyan,I love arcane jinx Man and her voice actor is amazing,I love arcane jinx Man and her voice actor is amazing,"['""I""', '""love""', '""arcane""', '""jinx""', '""Man""', '""and""', '""her""', '""voice""', '""actor""', '""is""', '""amazing""']"
19,Foolish of me to think Ekko would have a bigger role in S2 honestly That's on me,en,1.0,5.0,1.0,_another_tina_,Foolish of me to think Ekko would have a bigger role in S2 honestly That's on me,Foolish of me to think Ekko would have a bigger role in S honestly That s on me,"['""Foolish""', '""of""', '""me""', '""to""', '""think""', '""Ekko""', '""would""', '""have""', '""a""', '""bigger""', '""role""', '""in""', '""S2""', '""honestly""', '""That""', '""\'s""', '""on""', '""me""']"
20,we all know that ekko is going to save Isha right? like its so obvious she is so not dead ekko is so going to save her she is not dead she didnt die they didnt kill a kid isha is so fine and having the best time ever bc ekko saved her bc ekko is really cool and he would save isha,en,0.0,1.0,2.0,caitlyntopss,we all know that ekko is going to save Isha right? like its so obvious she is so not dead ekko is so going to save her she is not dead she didnt die they didnt kill a kid isha is so fine and having the best time ever bc ekko saved her bc ekko is really cool and he would save isha,we all know that ekko is going to save Isha right like its so obvious she is so not dead ekko is so going to save her she is not dead she didnt die they didnt kill a kid isha is so fine and having the best time ever bc ekko saved her bc ekko is really cool and he would save isha,"['""we""', '""all""', '""know""', '""that""', '""ekko""', '""is""', '""going""', '""to""', '""save""', '""Isha""', '""right""', '""?""', '""like""', '""its""', '""so""', '""obvious""', '""she""', '""is""', '""so""', '""not""', '""dead""', '""ekko""', '""is""', '""so""', '""going""', '""to""', '""save""', '""her""', '""she""', '""is""', '""not""', '""dead""', '""she""', '""didnt""', '""die""', '""they""', '""didnt""', '""kill""', '""a""', '""kid""', '""isha""', '""is""', '""so""', '""fine""', '""and""', '""having""', '""the""', '""best""', '""time""', '""ever""', '""bc""', '""ekko""', '""saved""', '""her""', '""bc""', '""ekko""', '""is""', '""really""', '""cool""', '""and""', '""he""', '""would""', '""save""', '""isha""']"
5,no one jinx my company's stock I'm looking forward to greatly improving my surprisingly dismal financial situation tomorrow morning at 7:30 MST when I can finally exercise a lot of options it'll be babby's first tech-career largesse ,en,0.0,0.0,0.0,adamisfigurin,no one jinx my company's stock I'm looking forward to greatly improving my surprisingly dismal financial situation tomorrow morning at 7:30 MST when I can finally exercise a lot of options it'll be babby's first tech-career largesse ,no one jinx my company s stock I m looking forward to greatly improving my surprisingly dismal financial situation tomorrow morning at MST when I can finally exercise a lot of options it ll be babby s first tech career largesse ,"['""no""', '""one""', '""jinx""', '""my""', '""company""', '""\'s""', '""stock""', '""I""', '""\'m""', '""looking""', '""forward""', '""to""', '""greatly""', '""improving""', '""my""', '""surprisingly""', '""dismal""', '""financial""', '""situation""', '""tomorrow""', '""morning""', '""at""', '""7:30""', '""MST""', '""when""', '""I""', '""can""', '""finally""', '""exercise""', '""a""', '""lot""', '""of""', '""options""', '""it""', '""\'ll""', '""be""', '""babby""', '""\'s""', '""first""', '""tech-career""', '""largesse""']"
92,vi wanting to stay in viktor s camp with jinx vander and isha what could ve been FUCK noxus and FUCKKKK piltover,en,1.0,1.0,10.0,korrasdragon,vi wanting to stay in viktor s camp with jinx vander and isha what could ve been FUCK noxus and FUCKKKK piltover,vi wanting to stay in viktor s camp with jinx vander and isha what could ve been FUCK noxus and FUCKKKK piltover,"['""vi""', '""wanting""', '""to""', '""stay""', '""in""', '""viktor""', '""s""', '""camp""', '""with""', '""jinx""', '""vander""', '""and""', '""isha""', '""what""', '""could""', '""ve""', '""been""', '""FUCK""', '""noxus""', '""and""', '""FUCKKKK""', '""piltover""']"
14,i love jinx so fucking much,en,0.0,2.0,1.0,rachaflex,i love jinx so fucking much,i love jinx so fucking much,"['""i""', '""love""', '""jinx""', '""so""', '""fucking""', '""much""']"
28640,Can we talk about JINX SAVING CAITLYN????????,en,109.0,62.0,1835.0,caitvistan,Can we talk about JINX SAVING CAITLYN????????,Can we talk about JINX SAVING CAITLYN ,"['""Can""', '""we""', '""talk""', '""about""', '""JINX""', '""SAVING""', '""CAITLYN""', '""?""', '""?""', '""?""', '""?""', '""?""', '""?""', '""?""', '""?""']"
16,Ever since Silco died Jinx hasn't been k*lling cause she isn't inherently a monster. She was just used manipulated oppressed. Calling Jinx a terr*rist is crazy and also very privileged...,en,0.0,1.0,1.0,jinx_defender,Ever since Silco died Jinx hasn't been k*lling cause she isn't inherently a monster. She was just used manipulated oppressed. Calling Jinx a terr*rist is crazy and also very privileged...,Ever since Silco died Jinx hasn t been k lling cause she isn t inherently a monster She was just used manipulated oppressed Calling Jinx a terr rist is crazy and also very privileged ,"['""Ever""', '""since""', '""Silco""', '""died""', '""Jinx""', '""has""', '""n\'t""', '""been""', '""k""', '""*""', '""lling""', '""cause""', '""she""', '""is""', '""n\'t""', '""inherently""', '""a""', '""monster""', '"".""', '""She""', '""was""', '""just""', '""used""', '""manipulated""', '""oppressed""', '"".""', '""Calling""', '""Jinx""', '""a""', '""terr""', '""*""', '""rist""', '""is""', '""crazy""', '""and""', '""also""', '""very""', '""privileged""', '""...""']"
26,I won a modelling competition n got taught how to pose by someone who does photos for Balenciaga Victorias Secret and more insane brands you guys will see the results in this Jinx shoot 100% 10 more pictures to come ,en,0.0,0.0,0.0,babyporooce,I won a modelling competition n got taught how to pose by someone who does photos for Balenciaga Victorias Secret and more insane brands you guys will see the results in this Jinx shoot 100% 10 more pictures to come ,I won a modelling competition n got taught how to pose by someone who does photos for Balenciaga Victorias Secret and more insane brands you guys will see the results in this Jinx shoot more pictures to come ,"['""I""', '""won""', '""a""', '""modelling""', '""competition""', '""n""', '""got""', '""taught""', '""how""', '""to""', '""pose""', '""by""', '""someone""', '""who""', '""does""', '""photos""', '""for""', '""Balenciaga""', '""Victorias""', '""Secret""', '""and""', '""more""', '""insane""', '""brands""', '""you""', '""guys""', '""will""', '""see""', '""the""', '""results""', '""in""', '""this""', '""Jinx""', '""shoot""', '""100""', '""%""', '""10""', '""more""', '""pictures""', '""to""', '""come""']"
587,I only wanted to protect her,en,4.0,12.0,20.0,jinxphobia,I only wanted to protect her,I only wanted to protect her,"['""I""', '""only""', '""wanted""', '""to""', '""protect""', '""her""']"
21,This might be an unpop opinion but I need more rare pair ficfest. Like I'm tired of seeing ones where all the fïcs are mnsng. Like I like mnsng but I don't read it all that much tbh. I dunno I'm just like always disappointed.,en,0.0,6.0,2.0,thefoxant,This might be an unpop opinion but I need more rare pair ficfest. Like I'm tired of seeing ones where all the fïcs are mnsng. Like I like mnsng but I don't read it all that much tbh. I dunno I'm just like always disappointed.,This might be an unpop opinion but I need more rare pair ficfest Like I m tired of seeing ones where all the f cs are mnsng Like I like mnsng but I don t read it all that much tbh I dunno I m just like always disappointed ,"['""This""', '""might""', '""be""', '""an""', '""unpop""', '""opinion""', '""but""', '""I""', '""need""', '""more""', '""rare""', '""pair""', '""ficfest""', '"".""', '""Like""', '""I""', '""\'m""', '""tired""', '""of""', '""seeing""', '""ones""', '""where""', '""all""', '""the""', '""fïcs""', '""are""', '""mnsng""', '"".""', '""Like""', '""I""', '""like""', '""mnsng""', '""but""', '""I""', '""do""', '""n\'t""', '""read""', '""it""', '""all""', '""that""', '""much""', '""tbh""', '"".""', '""I""', '""dunno""', '""I""', '""\'m""', '""just""', '""like""', '""always""', '""disappointed""', '"".""']"
226,don t want to be too negative so im gonna say i absolutely loved isha so much throughout this season. from her bonding moments with jinx to her running around zaun as jinx keeping the hope alive to her giving vander water and food. she s such a lovely character,en,0.0,1.0,30.0,korrasdragon,don t want to be too negative so im gonna say i absolutely loved isha so much throughout this season. from her bonding moments with jinx to her running around zaun as jinx keeping the hope alive to her giving vander water and food. she s such a lovely character,don t want to be too negative so im gonna say i absolutely loved isha so much throughout this season from her bonding moments with jinx to her running around zaun as jinx keeping the hope alive to her giving vander water and food she s such a lovely character,"['""don""', '""t""', '""want""', '""to""', '""be""', '""too""', '""negative""', '""so""', '""im""', '""gon""', '""na""', '""say""', '""i""', '""absolutely""', '""loved""', '""isha""', '""so""', '""much""', '""throughout""', '""this""', '""season""', '"".""', '""from""', '""her""', '""bonding""', '""moments""', '""with""', '""jinx""', '""to""', '""her""', '""running""', '""around""', '""zaun""', '""as""', '""jinx""', '""keeping""', '""the""', '""hope""', '""alive""', '""to""', '""her""', '""giving""', '""vander""', '""water""', '""and""', '""food""', '"".""', '""she""', '""s""', '""such""', '""a""', '""lovely""', '""character""']"
151,I swear if the conclusion of s2 is Ekko going back in time to turn the current Arcane story into the Lol/Runeterra prime story,en,0.0,5.0,10.0,Galena_Bismon,I swear if the conclusion of s2 is Ekko going back in time to turn the current Arcane story into the Lol/Runeterra prime story,I swear if the conclusion of s is Ekko going back in time to turn the current Arcane story into the Lol Runeterra prime story,"['""I""', '""swear""', '""if""', '""the""', '""conclusion""', '""of""', '""s2""', '""is""', '""Ekko""', '""going""', '""back""', '""in""', '""time""', '""to""', '""turn""', '""the""', '""current""', '""Arcane""', '""story""', '""into""', '""the""', '""Lol/Runeterra""', '""prime""', '""story""']"
837,Praying on Ekko to please fucking fix this shit and my life is yours,en,4.0,6.0,118.0,arcaneindetail,Praying on Ekko to please fucking fix this shit and my life is yours,Praying on Ekko to please fucking fix this shit and my life is yours,"['""Praying""', '""on""', '""Ekko""', '""to""', '""please""', '""fucking""', '""fix""', '""this""', '""shit""', '""and""', '""my""', '""life""', '""is""', '""yours""']"
