favorite_count,full_text,lang,quote_count,reply_count,retweet_count,username,remove_user,cleaning,tokenized_Content
239,looking to meet some new people before act 3 absolutely destroys me 18 black arcane pjo films/tv shows i honestly just tweet about anything favs: mel jinx isha ekko / ↻ to become moots #arcanetwt #arcane #moothunting #promotwt,en,0.0,29.0,48.0,hazelbethh,looking to meet some new people before act 3 absolutely destroys me 18 black arcane pjo films/tv shows i honestly just tweet about anything favs: mel jinx isha ekko / ↻ to become moots #arcanetwt #arcane #moothunting #promotwt,looking to meet some new people before act absolutely destroys me black arcane pjo films tv shows i honestly just tweet about anything favs mel jinx isha ekko to become moots arcanetwt arcane moothunting promotwt,"['""looking""', '""to""', '""meet""', '""some""', '""new""', '""people""', '""before""', '""act""', '""3""', '""absolutely""', '""destroys""', '""me""', '""18""', '""black""', '""arcane""', '""pjo""', '""films/tv""', '""shows""', '""i""', '""honestly""', '""just""', '""tweet""', '""about""', '""anything""', '""favs""', '"":""', '""mel""', '""jinx""', '""isha""', '""ekko""', '""/""', '""↻""', '""to""', '""become""', '""moots""', '""#""', '""arcanetwt""', '""#""', '""arcane""', '""#""', '""moothunting""', '""#""', '""promotwt""']"
25960,Podemos falar sobre como a Vi foi pra cima do vander sem pensar duas vezes só pra defender a jinx? E como ela também simplesmente parou e confiou na irmã depois? https://t.co/H0TQfeMIOV,pt,227.0,107.0,3020.0,maiaapplesaucee,Podemos falar sobre como a Vi foi pra cima do vander sem pensar duas vezes só pra defender a jinx? E como ela também simplesmente parou e confiou na irmã depois? https://t.co/H0TQfeMIOV,Podemos falar sobre como a Vi foi pra cima do vander sem pensar duas vezes s pra defender a jinx E como ela tamb m simplesmente parou e confiou na irm depois ,"['""Podemos""', '""falar""', '""sobre""', '""como""', '""a""', '""Vi""', '""foi""', '""pra""', '""cima""', '""do""', '""vander""', '""sem""', '""pensar""', '""duas""', '""vezes""', '""só""', '""pra""', '""defender""', '""a""', '""jinx""', '""?""', '""E""', '""como""', '""ela""', '""também""', '""simplesmente""', '""parou""', '""e""', '""confiou""', '""na""', '""irmã""', '""depois""', '""?""', '""https""', '"":""', '""//t.co/H0TQfeMIOV""']"
122,love being a mom so much the love is unexplainable.. everything I knew it would be ,en,7.0,0.0,165.0,LiViBADD88,love being a mom so much the love is unexplainable.. everything I knew it would be ,love being a mom so much the love is unexplainable everything I knew it would be ,"['""love""', '""being""', '""a""', '""mom""', '""so""', '""much""', '""the""', '""love""', '""is""', '""unexplainable""', '""..""', '""everything""', '""I""', '""knew""', '""it""', '""would""', '""be""']"
637,Want Hydra/Cardano scalability in an instant? With Iagon´s compute nodes it´s as simple as installing a plugin. Our upcoming compute marketplace makes deploying Hydra heads effortless. Scalability and throughput a click away. Build smarter not harder,en,16.0,30.0,153.0,NaVi_GaT0R,Want Hydra/Cardano scalability in an instant? With Iagon´s compute nodes it´s as simple as installing a plugin. Our upcoming compute marketplace makes deploying Hydra heads effortless. Scalability and throughput a click away. Build smarter not harder,Want Hydra Cardano scalability in an instant With Iagon s compute nodes it s as simple as installing a plugin Our upcoming compute marketplace makes deploying Hydra heads effortless Scalability and throughput a click away Build smarter not harder,"['""Want""', '""Hydra/Cardano""', '""scalability""', '""in""', '""an""', '""instant""', '""?""', '""With""', '""Iagon´s""', '""compute""', '""nodes""', '""it´s""', '""as""', '""simple""', '""as""', '""installing""', '""a""', '""plugin""', '"".""', '""Our""', '""upcoming""', '""compute""', '""marketplace""', '""makes""', '""deploying""', '""Hydra""', '""heads""', '""effortless""', '"".""', '""Scalability""', '""and""', '""throughput""', '""a""', '""click""', '""away""', '"".""', '""Build""', '""smarter""', '""not""', '""harder""']"
239,Having ur name (vi) tatted on ur face so crazy shes lucky her name is only two letters imagine it was quandale dingle,en,1.0,4.0,12.0,scarydinosaur2,Having ur name (vi) tatted on ur face so crazy shes lucky her name is only two letters imagine it was quandale dingle,Having ur name vi tatted on ur face so crazy shes lucky her name is only two letters imagine it was quandale dingle,"['""Having""', '""ur""', '""name""', '""(""', '""vi""', '"")""', '""tatted""', '""on""', '""ur""', '""face""', '""so""', '""crazy""', '""shes""', '""lucky""', '""her""', '""name""', '""is""', '""only""', '""two""', '""letters""', '""imagine""', '""it""', '""was""', '""quandale""', '""dingle""']"
98,Ive been staring at vi and sevika edits like a mad woman,en,1.0,0.0,12.0,pandesaii,Ive been staring at vi and sevika edits like a mad woman,Ive been staring at vi and sevika edits like a mad woman,"['""Ive""', '""been""', '""staring""', '""at""', '""vi""', '""and""', '""sevika""', '""edits""', '""like""', '""a""', '""mad""', '""woman""']"
237,Sur vi vor ️,en,28.0,130.0,21.0,BernaCanbe64544,Sur vi vor ️,Sur vi vor ,"['""Sur""', '""vi""', '""vor""', '""️""']"
9,I need a spa date .,en,3.0,0.0,18.0,LiViBADD88,I need a spa date .,I need a spa date ,"['""I""', '""need""', '""a""', '""spa""', '""date""', '"".""']"
81,I watched some of my friends get into a nasty car accident please pray for them,en,0.0,4.0,16.0,ChristusVi5928,I watched some of my friends get into a nasty car accident please pray for them,I watched some of my friends get into a nasty car accident please pray for them,"['""I""', '""watched""', '""some""', '""of""', '""my""', '""friends""', '""get""', '""into""', '""a""', '""nasty""', '""car""', '""accident""', '""please""', '""pray""', '""for""', '""them""']"
302,I might have to cosplay Vi now,en,0.0,13.0,24.0,KaneRatan,I might have to cosplay Vi now,I might have to cosplay Vi now,"['""I""', '""might""', '""have""', '""to""', '""cosplay""', '""Vi""', '""now""']"
292,Banco mucho como jinx y vi dejaron toda diferencia de lado para unirse con el tema vander aparte que jinx ni bien se enteró que la vaya a buscar naa mujeres del espectáculo un abrazo por favor https://t.co/2GPgwRzKrW,es,1.0,2.0,54.0,elebcp,Banco mucho como jinx y vi dejaron toda diferencia de lado para unirse con el tema vander aparte que jinx ni bien se enteró que la vaya a buscar naa mujeres del espectáculo un abrazo por favor https://t.co/2GPgwRzKrW,Banco mucho como jinx y vi dejaron toda diferencia de lado para unirse con el tema vander aparte que jinx ni bien se enter que la vaya a buscar naa mujeres del espect culo un abrazo por favor ,"['""Banco""', '""mucho""', '""como""', '""jinx""', '""y""', '""vi""', '""dejaron""', '""toda""', '""diferencia""', '""de""', '""lado""', '""para""', '""unirse""', '""con""', '""el""', '""tema""', '""vander""', '""aparte""', '""que""', '""jinx""', '""ni""', '""bien""', '""se""', '""enteró""', '""que""', '""la""', '""vaya""', '""a""', '""buscar""', '""naa""', '""mujeres""', '""del""', '""espectáculo""', '""un""', '""abrazo""', '""por""', '""favor""', '""https""', '"":""', '""//t.co/2GPgwRzKrW""']"
31,2uParlay Germany ML Turkey OV 2.5,en,0.0,0.0,3.0,ProfitVIPs,2uParlay Germany ML Turkey OV 2.5, uParlay Germany ML Turkey OV ,"['""2uParlay""', '""Germany""', '""ML""', '""Turkey""', '""OV""', '""2.5""']"
251,vi s nose is genuinely so beautiful like oh my god,en,20.0,5.0,36.0,caitvihq,vi s nose is genuinely so beautiful like oh my god,vi s nose is genuinely so beautiful like oh my god,"['""vi""', '""s""', '""nose""', '""is""', '""genuinely""', '""so""', '""beautiful""', '""like""', '""oh""', '""my""', '""god""']"
1078,I feel like we don't talk enough about the fact that sam winchester is the first character to have a fic on ao3,en,26.0,11.0,92.0,samgirldean,I feel like we don't talk enough about the fact that sam winchester is the first character to have a fic on ao3,I feel like we don t talk enough about the fact that sam winchester is the first character to have a fic on ao ,"['""I""', '""feel""', '""like""', '""we""', '""do""', '""n\'t""', '""talk""', '""enough""', '""about""', '""the""', '""fact""', '""that""', '""sam""', '""winchester""', '""is""', '""the""', '""first""', '""character""', '""to""', '""have""', '""a""', '""fic""', '""on""', '""ao3""']"
14,There s a lot about my road to recovery I wouldn t recommend but I will say this: Inertia s a powerful thing. You may not believe you can even quit for a few days. But you can and once you do you realize you can just let momentum do its thing,en,0.0,2.0,2.0,vander_iam,There s a lot about my road to recovery I wouldn t recommend but I will say this: Inertia s a powerful thing. You may not believe you can even quit for a few days. But you can and once you do you realize you can just let momentum do its thing,There s a lot about my road to recovery I wouldn t recommend but I will say this Inertia s a powerful thing You may not believe you can even quit for a few days But you can and once you do you realize you can just let momentum do its thing,"['""There""', '""s""', '""a""', '""lot""', '""about""', '""my""', '""road""', '""to""', '""recovery""', '""I""', '""wouldn""', '""t""', '""recommend""', '""but""', '""I""', '""will""', '""say""', '""this""', '"":""', '""Inertia""', '""s""', '""a""', '""powerful""', '""thing""', '"".""', '""You""', '""may""', '""not""', '""believe""', '""you""', '""can""', '""even""', '""quit""', '""for""', '""a""', '""few""', '""days""', '"".""', '""But""', '""you""', '""can""', '""and""', '""once""', '""you""', '""do""', '""you""', '""realize""', '""you""', '""can""', '""just""', '""let""', '""momentum""', '""do""', '""its""', '""thing""']"
509,We didn t have enough time together,en,3.0,11.0,26.0,jinxphobia,We didn t have enough time together,We didn t have enough time together,"['""We""', '""didn""', '""t""', '""have""', '""enough""', '""time""', '""together""']"
285,Carson is feeling it (Please don t be a jinx),en,0.0,17.0,8.0,aaronmurray11,Carson is feeling it (Please don t be a jinx),Carson is feeling it Please don t be a jinx ,"['""Carson""', '""is""', '""feeling""', '""it""', '""(""', '""Please""', '""don""', '""t""', '""be""', '""a""', '""jinx""', '"")""']"
1461,vi and jayce are both extremely smart in different ways on their own but put them together and ask them to change a light bulb and they re somehow building a bomb by accident instead,en,3.0,9.0,209.0,maggienators,vi and jayce are both extremely smart in different ways on their own but put them together and ask them to change a light bulb and they re somehow building a bomb by accident instead,vi and jayce are both extremely smart in different ways on their own but put them together and ask them to change a light bulb and they re somehow building a bomb by accident instead,"['""vi""', '""and""', '""jayce""', '""are""', '""both""', '""extremely""', '""smart""', '""in""', '""different""', '""ways""', '""on""', '""their""', '""own""', '""but""', '""put""', '""them""', '""together""', '""and""', '""ask""', '""them""', '""to""', '""change""', '""a""', '""light""', '""bulb""', '""and""', '""they""', '""re""', '""somehow""', '""building""', '""a""', '""bomb""', '""by""', '""accident""', '""instead""']"
48283, did you notice how jinx became healthier with isha in her life? and did you notice how she became healthier WITHOUT SILCO in her life? ,en,302.0,77.0,3539.0,VIOLYNSOUND, did you notice how jinx became healthier with isha in her life? and did you notice how she became healthier WITHOUT SILCO in her life? , did you notice how jinx became healthier with isha in her life and did you notice how she became healthier WITHOUT SILCO in her life ,"['""did""', '""you""', '""notice""', '""how""', '""jinx""', '""became""', '""healthier""', '""with""', '""isha""', '""in""', '""her""', '""life""', '""?""', '""and""', '""did""', '""you""', '""notice""', '""how""', '""she""', '""became""', '""healthier""', '""WITHOUT""', '""SILCO""', '""in""', '""her""', '""life""', '""?""']"
44,RT + DM for a 4pm 1H parlay,en,0.0,3.0,55.0,ProfitVIPs,RT + DM for a 4pm 1H parlay,RT DM for a pm H parlay,"['""RT""', '""+""', '""DM""', '""for""', '""a""', '""4pm""', '""1H""', '""parlay""']"
580,i always see people say vi is not butch because she wears make-up . this is not just incredibly stupid but also do y all know about subcultures? do you know a butch lesbian can also be part of the emo subculture or the punk subculture (talking about style)?,en,6.0,7.0,62.0,yosh1miru,i always see people say vi is not butch because she wears make-up . this is not just incredibly stupid but also do y all know about subcultures? do you know a butch lesbian can also be part of the emo subculture or the punk subculture (talking about style)?,i always see people say vi is not butch because she wears make up this is not just incredibly stupid but also do y all know about subcultures do you know a butch lesbian can also be part of the emo subculture or the punk subculture talking about style ,"['""i""', '""always""', '""see""', '""people""', '""say""', '""vi""', '""is""', '""not""', '""butch""', '""because""', '""she""', '""wears""', '""make-up""', '"".""', '""this""', '""is""', '""not""', '""just""', '""incredibly""', '""stupid""', '""but""', '""also""', '""do""', '""y""', '""all""', '""know""', '""about""', '""subcultures""', '""?""', '""do""', '""you""', '""know""', '""a""', '""butch""', '""lesbian""', '""can""', '""also""', '""be""', '""part""', '""of""', '""the""', '""emo""', '""subculture""', '""or""', '""the""', '""punk""', '""subculture""', '""(""', '""talking""', '""about""', '""style""', '"")""', '""?""']"
25,Complimentary VIP play 3u Turkey OV 2.5,en,1.0,0.0,2.0,ProfitVIPs,Complimentary VIP play 3u Turkey OV 2.5,Complimentary VIP play u Turkey OV ,"['""Complimentary""', '""VIP""', '""play""', '""3u""', '""Turkey""', '""OV""', '""2.5""']"
170,From timeless in Black to functional elegance in Khaki Green With four unique shades to choose from you re sure to find the one with Xperia 1 VI. #SonyXperia #Xperia1IV #Design,en,2.0,7.0,18.0,sonyxperia,From timeless in Black to functional elegance in Khaki Green With four unique shades to choose from you re sure to find the one with Xperia 1 VI. #SonyXperia #Xperia1IV #Design,From timeless in Black to functional elegance in Khaki Green With four unique shades to choose from you re sure to find the one with Xperia VI SonyXperia Xperia IV Design,"['""From""', '""timeless""', '""in""', '""Black""', '""to""', '""functional""', '""elegance""', '""in""', '""Khaki""', '""Green""', '""With""', '""four""', '""unique""', '""shades""', '""to""', '""choose""', '""from""', '""you""', '""re""', '""sure""', '""to""', '""find""', '""the""', '""one""', '""with""', '""Xperia""', '""1""', '""VI""', '"".""', '""#""', '""SonyXperia""', '""#""', '""Xperia1IV""', '""#""', '""Design""']"
48,Quant dev bag that he sold for 30k is now worth more than 1 million united state dollars ,en,0.0,8.0,5.0,ShiLLin_ViLLian,Quant dev bag that he sold for 30k is now worth more than 1 million united state dollars ,Quant dev bag that he sold for k is now worth more than million united state dollars ,"['""Quant""', '""dev""', '""bag""', '""that""', '""he""', '""sold""', '""for""', '""30k""', '""is""', '""now""', '""worth""', '""more""', '""than""', '""1""', '""million""', '""united""', '""state""', '""dollars""']"
139,jinx lovers jinx fans jinx appreciators would any of u like to be in a jinx fan club gc,en,1.0,54.0,5.0,heartz4nini_,jinx lovers jinx fans jinx appreciators would any of u like to be in a jinx fan club gc,jinx lovers jinx fans jinx appreciators would any of u like to be in a jinx fan club gc,"['""jinx""', '""lovers""', '""jinx""', '""fans""', '""jinx""', '""appreciators""', '""would""', '""any""', '""of""', '""u""', '""like""', '""to""', '""be""', '""in""', '""a""', '""jinx""', '""fan""', '""club""', '""gc""']"
429,OOC: WHY is everyone so convinced Jinx will die She won t I swear if she actually does I ll reveal my main this is exactly how sure I am that she won t die,en,5.0,21.0,13.0,jinxphobia,OOC: WHY is everyone so convinced Jinx will die She won t I swear if she actually does I ll reveal my main this is exactly how sure I am that she won t die,OOC WHY is everyone so convinced Jinx will die She won t I swear if she actually does I ll reveal my main this is exactly how sure I am that she won t die,"['""OOC""', '"":""', '""WHY""', '""is""', '""everyone""', '""so""', '""convinced""', '""Jinx""', '""will""', '""die""', '""She""', '""won""', '""t""', '""I""', '""swear""', '""if""', '""she""', '""actually""', '""does""', '""I""', '""ll""', '""reveal""', '""my""', '""main""', '""this""', '""is""', '""exactly""', '""how""', '""sure""', '""I""', '""am""', '""that""', '""she""', '""won""', '""t""', '""die""']"
486,every single scene with vander was so emotionally heavy i just felt like crying every time he was on screen,en,2.0,0.0,90.0,fairysfemme,every single scene with vander was so emotionally heavy i just felt like crying every time he was on screen,every single scene with vander was so emotionally heavy i just felt like crying every time he was on screen,"['""every""', '""single""', '""scene""', '""with""', '""vander""', '""was""', '""so""', '""emotionally""', '""heavy""', '""i""', '""just""', '""felt""', '""like""', '""crying""', '""every""', '""time""', '""he""', '""was""', '""on""', '""screen""']"
2154,Linux Python Pytorch Slurm tex latex tikz bash zsh ssh screen tmux emacs vi gcc gnuplot matplotlib scikit firefox. Who am I missing.,en,16.0,348.0,81.0,francoisfleuret,Linux Python Pytorch Slurm tex latex tikz bash zsh ssh screen tmux emacs vi gcc gnuplot matplotlib scikit firefox. Who am I missing.,Linux Python Pytorch Slurm tex latex tikz bash zsh ssh screen tmux emacs vi gcc gnuplot matplotlib scikit firefox Who am I missing ,"['""Linux""', '""Python""', '""Pytorch""', '""Slurm""', '""tex""', '""latex""', '""tikz""', '""bash""', '""zsh""', '""ssh""', '""screen""', '""tmux""', '""emacs""', '""vi""', '""gcc""', '""gnuplot""', '""matplotlib""', '""scikit""', '""firefox""', '"".""', '""Who""', '""am""', '""I""', '""missing""', '"".""']"
855,yakuza kiyoomi with hand tattoos IMAGINE HIM ADJUSTING HIS MASK AND HIS HANDS ARE COVEREDDDD IN BLACK,en,1.0,5.0,77.0,sumuviolet,yakuza kiyoomi with hand tattoos IMAGINE HIM ADJUSTING HIS MASK AND HIS HANDS ARE COVEREDDDD IN BLACK,yakuza kiyoomi with hand tattoos IMAGINE HIM ADJUSTING HIS MASK AND HIS HANDS ARE COVEREDDDD IN BLACK,"['""yakuza""', '""kiyoomi""', '""with""', '""hand""', '""tattoos""', '""IMAGINE""', '""HIM""', '""ADJUSTING""', '""HIS""', '""MASK""', '""AND""', '""HIS""', '""HANDS""', '""ARE""', '""COVEREDDDD""', '""IN""', '""BLACK""']"
833,vi and jayce spinoff show buddy cop comedy where they get into silly misadventures also beach ep w girlfriend and boyfriend,en,2.0,8.0,95.0,pinkviolyn,vi and jayce spinoff show buddy cop comedy where they get into silly misadventures also beach ep w girlfriend and boyfriend,vi and jayce spinoff show buddy cop comedy where they get into silly misadventures also beach ep w girlfriend and boyfriend,"['""vi""', '""and""', '""jayce""', '""spinoff""', '""show""', '""buddy""', '""cop""', '""comedy""', '""where""', '""they""', '""get""', '""into""', '""silly""', '""misadventures""', '""also""', '""beach""', '""ep""', '""w""', '""girlfriend""', '""and""', '""boyfriend""']"
36317,caitlyn owning lace lingerie . vi asking caitlyn to cuff her . vi spitting on caitlyn s face and caitlyn wiping it on her mouth i m sorry caitvi i wasn t familiar with your game,en,343.0,40.0,3591.0,yosh1miru,caitlyn owning lace lingerie . vi asking caitlyn to cuff her . vi spitting on caitlyn s face and caitlyn wiping it on her mouth i m sorry caitvi i wasn t familiar with your game,caitlyn owning lace lingerie vi asking caitlyn to cuff her vi spitting on caitlyn s face and caitlyn wiping it on her mouth i m sorry caitvi i wasn t familiar with your game,"['""caitlyn""', '""owning""', '""lace""', '""lingerie""', '"".""', '""vi""', '""asking""', '""caitlyn""', '""to""', '""cuff""', '""her""', '"".""', '""vi""', '""spitting""', '""on""', '""caitlyn""', '""s""', '""face""', '""and""', '""caitlyn""', '""wiping""', '""it""', '""on""', '""her""', '""mouth""', '""i""', '""m""', '""sorry""', '""caitvi""', '""i""', '""wasn""', '""t""', '""familiar""', '""with""', '""your""', '""game""']"
175,also i loved getting to know this jinx outside of the hallucinations and outbursts she had compared in s1. especially the effect that isha's friendship had on her. it was beautiful to see.,en,0.0,5.0,25.0,bunlyns,also i loved getting to know this jinx outside of the hallucinations and outbursts she had compared in s1. especially the effect that isha's friendship had on her. it was beautiful to see.,also i loved getting to know this jinx outside of the hallucinations and outbursts she had compared in s especially the effect that isha s friendship had on her it was beautiful to see ,"['""also""', '""i""', '""loved""', '""getting""', '""to""', '""know""', '""this""', '""jinx""', '""outside""', '""of""', '""the""', '""hallucinations""', '""and""', '""outbursts""', '""she""', '""had""', '""compared""', '""in""', '""s1""', '"".""', '""especially""', '""the""', '""effect""', '""that""', '""isha""', '""\'s""', '""friendship""', '""had""', '""on""', '""her""', '"".""', '""it""', '""was""', '""beautiful""', '""to""', '""see""', '"".""']"
447,y'all don't understand how important scar's approval of jinx is to me.,en,0.0,6.0,29.0,asuljinx,y'all don't understand how important scar's approval of jinx is to me.,y all don t understand how important scar s approval of jinx is to me ,"['""y\'all""', '""do""', '""n\'t""', '""understand""', '""how""', '""important""', '""scar""', '""\'s""', '""approval""', '""of""', '""jinx""', '""is""', '""to""', '""me""', '"".""']"
143,2pm LAY on me Notis on ,en,1.0,3.0,11.0,ProfitVIPs,2pm LAY on me Notis on , pm LAY on me Notis on ,"['""2pm""', '""LAY""', '""on""', '""me""', '""Notis""', '""on""']"
222,Can money buy love?,en,11.0,141.0,40.0,Sabrina_0vi,Can money buy love?,Can money buy love ,"['""Can""', '""money""', '""buy""', '""love""', '""?""']"
1691,FINAL PREDICTIONS: jayce is DEAD mel is DEAD jinx is DEAD caitlyn is DEAD vi is DEAD sevika is DEAD isha is DEAD ambessa is DEAD viktor is DEAD ekko is DEAD heimerdinger is ALIVE ,en,17.0,18.0,169.0,powapowda,FINAL PREDICTIONS: jayce is DEAD mel is DEAD jinx is DEAD caitlyn is DEAD vi is DEAD sevika is DEAD isha is DEAD ambessa is DEAD viktor is DEAD ekko is DEAD heimerdinger is ALIVE ,FINAL PREDICTIONS jayce is DEAD mel is DEAD jinx is DEAD caitlyn is DEAD vi is DEAD sevika is DEAD isha is DEAD ambessa is DEAD viktor is DEAD ekko is DEAD heimerdinger is ALIVE ,"['""FINAL""', '""PREDICTIONS""', '"":""', '""jayce""', '""is""', '""DEAD""', '""mel""', '""is""', '""DEAD""', '""jinx""', '""is""', '""DEAD""', '""caitlyn""', '""is""', '""DEAD""', '""vi""', '""is""', '""DEAD""', '""sevika""', '""is""', '""DEAD""', '""isha""', '""is""', '""DEAD""', '""ambessa""', '""is""', '""DEAD""', '""viktor""', '""is""', '""DEAD""', '""ekko""', '""is""', '""DEAD""', '""heimerdinger""', '""is""', '""ALIVE""']"
163,What s your favorite childhood memory that always brings a smile to your face?,en,9.0,127.0,37.0,Sabrina_0vi,What s your favorite childhood memory that always brings a smile to your face?,What s your favorite childhood memory that always brings a smile to your face ,"['""What""', '""s""', '""your""', '""favorite""', '""childhood""', '""memory""', '""that""', '""always""', '""brings""', '""a""', '""smile""', '""to""', '""your""', '""face""', '""?""']"
267,the only correct editor/ide tier list S: vim intellij emacs A: neovim notepad++ B: atom vi C: zed sublime D: visual studio nano F: vsc*de and all of its ycombinator-hype AI spam forks. also anything browser-based.,en,6.0,54.0,8.0,Dishpit,the only correct editor/ide tier list S: vim intellij emacs A: neovim notepad++ B: atom vi C: zed sublime D: visual studio nano F: vsc*de and all of its ycombinator-hype AI spam forks. also anything browser-based.,the only correct editor ide tier list S vim intellij emacs A neovim notepad B atom vi C zed sublime D visual studio nano F vsc de and all of its ycombinator hype AI spam forks also anything browser based ,"['""the""', '""only""', '""correct""', '""editor/ide""', '""tier""', '""list""', '""S""', '"":""', '""vim""', '""intellij""', '""emacs""', '""A""', '"":""', '""neovim""', '""notepad++""', '""B""', '"":""', '""atom""', '""vi""', '""C""', '"":""', '""zed""', '""sublime""', '""D""', '"":""', '""visual""', '""studio""', '""nano""', '""F""', '"":""', '""vsc""', '""*""', '""de""', '""and""', '""all""', '""of""', '""its""', '""ycombinator-hype""', '""AI""', '""spam""', '""forks""', '"".""', '""also""', '""anything""', '""browser-based""', '"".""']"
41499,Caitlyn wouldn't survive with the idea of Vi having her own rebound,en,301.0,66.0,2189.0,pentakillcaitvi,Caitlyn wouldn't survive with the idea of Vi having her own rebound,Caitlyn wouldn t survive with the idea of Vi having her own rebound,"['""Caitlyn""', '""would""', '""n\'t""', '""survive""', '""with""', '""the""', '""idea""', '""of""', '""Vi""', '""having""', '""her""', '""own""', '""rebound""']"
133,Launching a pumpfun rn If it doesn t flip G (Andrew tates dog) token Will delete this account,en,0.0,142.0,36.0,ShiLLin_ViLLian,Launching a pumpfun rn If it doesn t flip G (Andrew tates dog) token Will delete this account,Launching a pumpfun rn If it doesn t flip G Andrew tates dog token Will delete this account,"['""Launching""', '""a""', '""pumpfun""', '""rn""', '""If""', '""it""', '""doesn""', '""t""', '""flip""', '""G""', '""(""', '""Andrew""', '""tates""', '""dog""', '"")""', '""token""', '""Will""', '""delete""', '""this""', '""account""']"
25303,vi still getting bad cook allegations like she wasnt a single father with 3 mouths to feed at 14,en,64.0,31.0,1664.0,thickskullvi,vi still getting bad cook allegations like she wasnt a single father with 3 mouths to feed at 14,vi still getting bad cook allegations like she wasnt a single father with mouths to feed at ,"['""vi""', '""still""', '""getting""', '""bad""', '""cook""', '""allegations""', '""like""', '""she""', '""wasnt""', '""a""', '""single""', '""father""', '""with""', '""3""', '""mouths""', '""to""', '""feed""', '""at""', '""14""']"
105,twitter is supposed to be full of fujoshis why are we speculating whether vander and silco were in unrequited love with felicia when their jackets were tucked away together like in brokeback mountain. there is old man yaoi everywhere for those with the eyes to see,en,0.0,3.0,22.0,jinxapoIogist,twitter is supposed to be full of fujoshis why are we speculating whether vander and silco were in unrequited love with felicia when their jackets were tucked away together like in brokeback mountain. there is old man yaoi everywhere for those with the eyes to see,twitter is supposed to be full of fujoshis why are we speculating whether vander and silco were in unrequited love with felicia when their jackets were tucked away together like in brokeback mountain there is old man yaoi everywhere for those with the eyes to see,"['""twitter""', '""is""', '""supposed""', '""to""', '""be""', '""full""', '""of""', '""fujoshis""', '""why""', '""are""', '""we""', '""speculating""', '""whether""', '""vander""', '""and""', '""silco""', '""were""', '""in""', '""unrequited""', '""love""', '""with""', '""felicia""', '""when""', '""their""', '""jackets""', '""were""', '""tucked""', '""away""', '""together""', '""like""', '""in""', '""brokeback""', '""mountain""', '"".""', '""there""', '""is""', '""old""', '""man""', '""yaoi""', '""everywhere""', '""for""', '""those""', '""with""', '""the""', '""eyes""', '""to""', '""see""']"
61,Can people change completely?,en,0.0,59.0,5.0,Sabrina_0vi,Can people change completely?,Can people change completely ,"['""Can""', '""people""', '""change""', '""completely""', '""?""']"
1137,I feel like when you become a mom you really gotta set the tone and lead by example! If it s not healthy it won t be around my kid idc who it is. My baby always gonna be able to say my mom stood on hers no matter what even when it got hard she didn t fold.,en,87.0,10.0,700.0,LiViBADD88,I feel like when you become a mom you really gotta set the tone and lead by example! If it s not healthy it won t be around my kid idc who it is. My baby always gonna be able to say my mom stood on hers no matter what even when it got hard she didn t fold.,I feel like when you become a mom you really gotta set the tone and lead by example If it s not healthy it won t be around my kid idc who it is My baby always gonna be able to say my mom stood on hers no matter what even when it got hard she didn t fold ,"['""I""', '""feel""', '""like""', '""when""', '""you""', '""become""', '""a""', '""mom""', '""you""', '""really""', '""got""', '""ta""', '""set""', '""the""', '""tone""', '""and""', '""lead""', '""by""', '""example""', '""!""', '""If""', '""it""', '""s""', '""not""', '""healthy""', '""it""', '""won""', '""t""', '""be""', '""around""', '""my""', '""kid""', '""idc""', '""who""', '""it""', '""is""', '"".""', '""My""', '""baby""', '""always""', '""gon""', '""na""', '""be""', '""able""', '""to""', '""say""', '""my""', '""mom""', '""stood""', '""on""', '""hers""', '""no""', '""matter""', '""what""', '""even""', '""when""', '""it""', '""got""', '""hard""', '""she""', '""didn""', '""t""', '""fold""', '"".""']"
35,Anon is goated ️ king of memes Thanks @VI_Web3_,en,0.0,11.0,3.0,CarbzXBT,Anon is goated ️ king of memes Thanks ,Anon is goated king of memes Thanks ,"['""Anon""', '""is""', '""goated""', '""️""', '""king""', '""of""', '""memes""', '""Thanks""', '""@""', '""VI_Web3_""']"
43,hoping vi gets the comfort and acknowledgment she deserves in act 3 fr PLEASE,en,0.0,2.0,16.0,VIncinnamontst,hoping vi gets the comfort and acknowledgment she deserves in act 3 fr PLEASE,hoping vi gets the comfort and acknowledgment she deserves in act fr PLEASE,"['""hoping""', '""vi""', '""gets""', '""the""', '""comfort""', '""and""', '""acknowledgment""', '""she""', '""deserves""', '""in""', '""act""', '""3""', '""fr""', '""PLEASE""']"
