"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1951657981675987341","Sat Aug 02 14:54:57 +0000 2025","0","Ganti kibarin bendera scout legion","1951657981675987341","","","in","","0","0","0","https://x.com/undefined/status/1951657981675987341","2270104056",
"1951657924356637094","Sat Aug 02 14:54:43 +0000 2025","0","infoin dong yang jual bendera onr piece yang kualitasnya bagus","1951657924356637094","","","in","","0","0","0","https://x.com/undefined/status/1951657924356637094","1269804519409348608",
"1951657893033562139","Sat Aug 02 14:54:36 +0000 2025","0","yaudah kalo gaboleh benderanya Luffy kita ganti jadi bendera bapaknya Luffy? Kumaha?","1951657893033562139","","","in","","0","0","0","https://x.com/undefined/status/1951657893033562139","1210849407567949824",
"1951439302212075743","Sat Aug 02 14:54:10 +0000 2025","0","@SambalKecap23 @txtdrimedia Kalo bisa bendera ini juga https://t.co/W18N2eYQe0","1951657784745103487","https://pbs.twimg.com/media/GxWuaacagAAUDXm.jpg","SambalKecap23","in","","0","0","0","https://x.com/undefined/status/1951657784745103487","1370305366282563586",
"1951657759969325107","Sat Aug 02 14:54:04 +0000 2025","0","Wkwkwkwk mau bendera slank bendera one piece bendera attack of titan suka suka lah pemerintah jg suka suka kok kalo bikin kebijakan menodai esensi kemerdekaan","1951657759969325107","","","in","","0","0","0","https://x.com/undefined/status/1951657759969325107","1478755336727105541",
"1951270821873459675","Sat Aug 02 14:53:41 +0000 2025","1","@7Leg_Piece Bendera perompak penghancur radikalisme anggaran","1951657662338552134","","7Leg_Piece","in","","0","0","0","https://x.com/undefined/status/1951657662338552134","1390568423768215553",
"1951244019079716984","Sat Aug 02 14:53:23 +0000 2025","0","@tempodotco Panik amat sama bendera argumen lu bikin para investor kabur dr negri ini akibat gk becus bikin undang ","1951657589210796440","","tempodotco","in","","0","0","0","https://x.com/undefined/status/1951657589210796440","1635377451667959808",
"1951656756343394510","Sat Aug 02 14:52:14 +0000 2025","3","🇮🇩 Kalian boleh kibarkan bendera lain. Tapi jangan lebih tinggi dari Merah Putih. Gus Dur Pernyataan ini bukan sekadar simbolisme. Ini adalah perintah kultural dan ideologis. Merah Putih adalah titik pusat konsensus sejarah. Ia bukan sekadar kain tapi hasil pergulatan","1951657298759123038","","zy_zy_lestary","in","","0","0","0","https://x.com/undefined/status/1951657298759123038","1530146266822258688",
"1951657229826039833","Sat Aug 02 14:51:58 +0000 2025","0","Balik aja dah pada pasang bendera slank","1951657229826039833","","","in","","0","0","0","https://x.com/undefined/status/1951657229826039833","88934519",
"1951657182090682597","Sat Aug 02 14:51:46 +0000 2025","0","Gak mau gate keep mau kasih rekomendasi konveksi bendera 17an https://t.co/H93CprfwyX","1951657182090682597","https://pbs.twimg.com/media/GxWt2_EbMAAqX41.jpg","","in","","0","1","0","https://x.com/undefined/status/1951657182090682597","42042992",
